key,value
success_township_add,Township has been added successfully.
success_township_edit,Township has been updated successfully.
deeplink_generator_label,Deeplink Generator
btn_deeplink_generator,Generate Deeplink
success_deeplink_generate,Deeplink has been generated successfully.
err_currency_symbol,Please provide currency symbol.
err_desciption,Please provide item description
pkg_add,Add Package
pkg_search,Search Package
pkg_edit,Edit Package
success_pkg_edit,Package has been successfully updated.
success_pkg_add,Package has been successfully added.
success_pkg_delete,Package has been successfully deleted.
title,Title
pkg_info,Package Information
post_count,Post count
pkg_select_currency,Select Package Currency
err_pkg_title,Please provide package title
err_pkg_price,Please provide package price
err_pkg_currency,Please provide package currency
err_pkg_post_count,Please provide number of post count
err_pkg_exit,Package Name is already existed in the system
delete_pkg_label,Delete Package?
pkg_delete_confirm_message,Are you sure to delete this Package?
pkg_yes_all_label,Yes All
pkg_no_only_label,Only Package
err_pkg_bought,Sorry
success_pkg_bought,Package Bought Successfully Inserted.
is_paid_app,"Paid App On? (If this setting is ""On"", this app is limited user ad post)"
package_module,Packages
is_subcat_subscription,"Sub Category Subscription On? (If this setting is ""On"", the user must be able to subscribe to the subcategories.)"
err_subcat_subscibe_save,Sorry
err_subcat_subscibe_delete,Sorry
success_subcat_subscribe,Success subcategory subscription.
verify_blue_mark,Blue Mark Verified
rating_view,View Rating User
csv_export,CSV Export
Item_reports,Reported Items
report_search,Search reported item
rating_search,Search rating user
demo_login,Login with demo account
approve_item,Approve Item
disable_item,Disable Item
reject_item,Reject Item
receive_rating_from,Receive rating from
discount_rate_by_percentage,Discount Rate by Percentage
item_upload_config,Item Upload Configs
success_item_config_edit,Item Upload Config has been successfully updated
success_item_config_add,Item Upload Config has been successfully added
item_config_label,Item Upload Config Informations
item_type,Item type
price_type,Item price type
deal_option_remark,Deal Option Remark
System_users,System users
Registered_users,Registered users
item_location,Item Location
item_location_township,Item Location Township
Item_currency,Item currency
App_settings,App settings
Backend_configs,Backend configs
is_block_user,"Block feature On? (If this setting is ""On"", the user can block other unwanted users from seeing their ad post.)"
err_image,Please fill upload photo
err_video,Please fill upload video
err_video_icon,Please fill upload video icon
item_video,Item video upload
item_video_icon,Item video icon upload
item_loc_config,Item Location Config
err_brand,Please provide item brand name
err_address,Please provide address
err_deal_option,Please provide deal option
err_deal_option_remark,Please provide deal option remark
err_highlight_info,Please provide highlight information
Item_price,Item price
err_item_price_type,Please provide item price type
err_item_type,Please provide item type
err_condition_of_item,Please provide condition of item
open,Open
in_progress,In progress
close,Close
demo_data_delete,Demo Data Deletion
demo_data_delete_note_label,Note: All 'users' records will be deleted except the admin account.
success_demo_data_delete,Demo data has been successfully deleted.
btn_submit,Submit
admin_pwd_label,Enter Admin Password
delete_demo_data,Are you sure to delete all demo data?
admin_confirm,Please enter your admin password below to confirm these demo data deletions.
err_blank_pwd,Please fill admin password
err_pwd_invalid,Your password is invalid!
no_messages,No recently messages
no_items,No recently added items
no_users,No recently added users
img_all_delete,All related images will be deleted
images,Images
no_need_bought,"No need to buy ad posts, you are a system user."
need_user_bought,This item has been needed to buy by the user first.
need_accept_offer,This item has been needed to accept an offer first.
need_make_offer,This item has been needed to make offer first.
already_make_offer,This item is already made an offer.
already_reject_offer,This item has already been rejected the offer.
already_rejected,This item has already been rejected the offer.
adpost_history_search,Search Ad Post Transactions History
ad_post_transactions_module,Ad Post Transactions History
package_name,Package Name
buy_ad_post_transactions,Ad Post Transactions History
adpost_history_view,View Ad Post Transactions History
cannot_default,"Sorry, it is not able to undefault."
cannot_unpublish,"Sorry, it is not able to unpublish to default currency."
new_item_upload_label,New item uploaded under
csv_upload_instruction_city,"Please follow those steps below: <br>
1. Then prepare like CSV format. <a href=""https://drive.google.com/file/d/1g3T6H2cdZsGS0UlHji6_BkP_JIa1YBCy/view?usp=sharing"" target=""_blank""> sample csv file here </a> <br>
2. You can use Google Sheet to create and export as a comma separator."
pls_upload_csv,Please upload a CSV file.
Something wrong in your uploaded data.,Something wrong upload file
err_paid_adpost_history,Sorry! Please check the payment information.
total_city,Total location city :
success_total_city,Succeed location city :
fail_total_city,Failed location city :
total_township,Total location township :
success_total_township,Succeed location township :
fail_total_township,Failed location township :
beacause_db_err,because of a database error.
because_miss_city,because of missing location city
because_miss_township,because of missing location township
csv_upload_instruction_township,"Please follow those steps below: <br>
1. Then prepare like CSV format. <a href=""https://drive.google.com/file/d/1hkLZUDt4pxIqtfPE9k5rhzf4rhK6VJit/view?usp=sharing"" target=""_blank""> sample csv file here </a> <br>
2. You can use Google Sheet to create and export as comma separator.<br>
Note: The city name to be used in the location township CSV file should be added first."
because_noexit_city,the city name is not existed in the system
item_locations,Item location city
city_existed,is already existed in the system.
township_existed,is already existed in the system.
success_generate_sitemap,The sitemap has been generated successfully.
sitemap_generator,Sitemap Generator
sitemap_generators,Sitemap Generator
sitemap_generator_label,Sitemap Generator
btn_create_sitemap,Generate Sitemap
err_generate_sitemap,Sitemaps do not generate some errors.
sitemap_generate_desc,It will generate the sitemap XML files. Please take note that this process will take some things based on your data.
sitemap_url_here,Sitemap File Here:
sitemap_info,Your sitemap xml has been generated at
copy_sitemap_to_fe,Copy sitemap file to frontend
total_cat,Total Category:
success_cat,Successed Category:
fail_cat,Failed Category:
miss_cat_name,because of missing category name
miss_cat_img,because of the missing category image in the 'uploads' folder.
miss_cat_icon,because of the missing category icon in the 'uploads' folder.
total_subcat,Total Sub Category:
success_subcat,Successed Sub Category:
fail_subcat,Failed Sub Category:
miss_subcat_name,because of missing subcategory name
miss_subcat_img,because of missing subcategory image in the 'uploads' folder.
miss_subcat_icon,because of the missing subcategory icon in the 'uploads' folder.
not_exist_cat,category name has not existed in the system.
db_err,because of a database error.
already_existed,is already existed.
csv_upload_instruction_cat,"Please follow those steps below:<br>
1. Upload images to uploads folder manually via FTP.<br>
2. Then prepare like CSV format. <a href=""https://drive.google.com/file/d/1Qt-fnaTullQo6tOumLGwoZIB34b-TlW3/view?usp=sharing"" target=""_blank"">Sample file here</a><br>
3. You can use Google Sheet to create and export as a comma separator."
csv_upload_instruction_subcat,"Please follow those steps below:<br>
1. Upload images to uploads folder manually via FTP.<br>
2. Then prepare like CSV format. <a href=""https://drive.google.com/file/d/1SZpLcLjRXEYZCym5aQJHs5Par0_qvrDr/view?usp=sharing"" target=""_blank"">Sample file here</a><br>
3. You can use Google Sheet to create and export as comma separator.<br>
<b>Note: The category name to be used in the subcategory CSV file should be added first.</b>"
unauthorize_item_edit,You don't have permission to update an item because it is not your item.
not_enought_post_count,Not enough post count.
offer_rejected,Offer Rejected!
make_offer,Make Offer!
offer_accepted,Offer Accepted!
image,Image!
about_app,App About
api_setting,API Setting
app_setting,App Setting
fail_push_devices,Fail to push all android and IOS devices.
fail_push_websites,Fail to push all websites.
push_noti_module,Push Notification
app_version,Version
err_title,Please provide the title.
err_title_len,The length of the title must be greater than 4.
remove_label,Remove
all_label,All
approved_label,Approved
reject_label,Reject
err_icon,Please fill upload icon.
start_upload,Start upload
cancel_upload,Cancel upload
add_files,Add files
btn_update,Update
err,Error
btn_start,Start
btn_close,Close
category,Category
added,Added
disable_label,Disable
waiting_approval_label,Waiting for Approval
count,Count
demo_dummy_refresh_hour,Please be aware backend is a demo mode so all those dummy data will be refreshed every one hour.
sys_err_occur,A system error occurred. Please contact your system administrator.
registered_user,Registered User
generate_thumbnail_label,It will generate the thumbnails images for each item. Please take note that this process will take some time based on your data.
max_img_upload_of_item,Maximum Image Upload of Item
err_max_img_blank_save,Please provide maximum image upload of the item.
err_max_img_zero_save,Maximum image upload of the item cannot be zero.
err_max_img_upload,The image of the item is maximum.
price_format,Price Format
price_format_desc,"You need to change according to your format that you need (e.g "",##0.00"" => 2,555.00, ""##0.00"" => 2555.00 ,"".00"" => 2555.00, "",##0"" => 2,555, "",##0.0"" => 2,555.0)"
date_format,Date Format
google_playstore_url,Google Play Store URL
apple_appstore_url,Apple App Store URL
ios_appstore_id,IOS App Store ID
default_order_time,Default Order Time (Minutes)
fb_key,Facebook Key
is_show_token_id,"Token ID On? (If this setting is ""On"", the user can view token id  in notification setting.)"
is_show_subcategory,"Subcategory On? (If this setting is ""On"", the subcategory can be able to use in the application.)"
is_use_thumbnail_as_placeholder,"Use Thumbnail as Placeholder Setting On? (If this setting is ""On"", it will load the thumbnail image first, and later it will load the full image. Or if this setting is ""Off"", it will load the full image directly and for the placeholder image it will use the default placeholder image.)"
admob_section,AdMob Configuration
is_show_admob,"AdMob Setting On? (If this setting is ""On"", the application will display ads.)"
lang_section,Language Configuration
default_language,Default Language
exclude_language,Available Languages
exclude_lang_desc,"(If the language is ""On"", the user can be used this language in the application.)"
default_currency_section,Default Currency Configuration
default_razor_currency,Default Razor Currency
is_razor_support_multi_currency,"Razor Support Multi-Currency On? (If this setting is ""On"", you can accept razor payment in multi-currency in the application.)"
default_flutter_wave_currency,Default Flutterwave Currency
login_section,Login Configuration
show_facebook_login,"Facebook Login On? (If this setting is ""On"", the users can be logged in with Facebook.)"
show_google_login,"Google Login On? (If this setting is ""On"", the users can be logged in with Google.)"
show_phone_login,"Phone Login On? (If this setting is ""On"", the users can be logged in with a phone number.)"
show_main_menu,"Main Menu On? (If this setting is ""On"", the user can view the ""Main Menu"" tab in each shop.)"
show_special_collections,"Special Collections On? (If this setting is ""On"",  the user can view the ""Special Offers"" tab in each shop.)"
show_featured_items,"Featured Items On? (If this setting is ""On"", the user can view the ""Featured Items"" in each shop.)"
show_best_choice_slider,"Best Choice Slider On? (If this setting is ""On"" when the user opens the app, the user can view the best choice collections with slider view.)"
default_loading_limit,Default Loading Limit
category_loading_limit,Category Loading Limit
recent_item_loading_limit,Recent Item Loading Limit
popular_item_loading_limit,Popular Item Loading Limit
discount_item_loading_limit,Discount Item Loading Limit
feature_item_loading_limit,Feature Item Loading limit
block_slider_loading_limit,Block Slider Loading Limit
follower_item_loading_limit,Follower Item Loading Limit
default_limit_section,Default Limit Configuration
block_item_loading_limit,Block Item Loading Limit
date_format_desc,"dd for the day, MM for the month, yyyy for the year, hh for the hour, mm for the minute, ss for the second (e.g. dd-MM-yyyy hh:mm:ss)"
app_config_info_lable,Mobile Setting Information
loc_section,Location Configuration
success_mobile_edit,Mobile Config has been successfully updated.
success_mobile_add,Mobile Config has been successfully added.
err_default_lang,Please provide the default language.
err_default_loading_limit_zero,The default loading limit cannot be zero.
err_default_loading_limit,Please provide the default loading limit.
err_category_loading_limit,Please provide the category loading limit
err_category_loading_limit_zero,The category loading limit cannot be zero.
err_collection_product_loading_limit,Please provide the collection product loading limit.
err_collection_product_loading_limit_zero,Collection product loading limit cannot be zero.
err_discount_product_loading_limit,Please provide the discount product loading limit.
err_discount_product_loading_limit_zero,The discount product loading limit cannot be zero.
err_feature_product_loading_limit,Please provide the featured product loading limit.
err_feature_product_loading_limit_zero,The featured product loading limit cannot be zero.
err_latest_product_loading_limit,Please provide the latest product loading limit.
err_latest_product_loading_limit_zero,The latest product loading limit cannot be zero.
err_shop_loading_limit,Please provide the shop loading limit.
err_shop_loading_limit_zero,Shop loading limit cannot be zero.
err_trending_product_loading_limit,Please provide the trending product loading limit.
err_trending_product_loading_limit_zero,The trending product loading limit cannot be zero.
err_default_order_time,Please provide the default order time.
err_default_order_time_zero,Default order time (minutes) cannot be zero.
err_google_playstore_url,Please provide the google play store URL.
err_apple_appstore_url,Please provide the apple app store URL.
err_ios_appstore_id,Please provide an ios app store id.
err_price_format,Please provide the price format.
err_date_format,Please provide the date format.
err_fb_key,Please provide a facebook key.
default_lang_select,Select default language
mobile_configs,Mobile Config
frontend_configs,Frontend Config
faq_pages_label,FAQ Pages
terms_and_conditions_label,Terms and Conditions
is_use_googlemap,Use Google Map On ?
item_detail_view_count_for_ads,Item detail View Count For Ads
is_show_ads_in_item_detail,Is show Ads in Item Detail ?
after_item_count_admob_once,After Item Count Admob Once
is_show_admob_inside_list,Is show Admob inside list ?
blue_mark_size,Bluemark Size
mile,Mile Range for Nearest Items
video_duration,Video Duration (milliseconds)
image_section,Image Section
profile_image_size,Profile Image Size
upload_image_size,Upload Image Size
chat_image_size,Chat Image Size
promote_section,Promote Section
promote_first_choice_day,Promote First Choice Day or Default Day
promote_second_choice_day,Promote Second Choice Day
promote_third_choice_day,Promote Third Choice Day
promote_fourth_choice_day,Promote Fourth Choice Day
no_filter_with_location_on_map,Is No Filter With location on Map ?
is_show_owner_info,Is show Owner Info?
frontend_config_label,Frontend Config Information
map_key,Map Key
enable_notification,Is Enable Notification ?
fcm_server_key,FCM Server Key
firebase_web_push_key_pair,Firebase Web Push Key Pair
ad_client,Ad Client
ad_slot,Ad Slot
copy_right,Copy Right
google_play_url,Google Play Url
app_store_url,App Store Url
google_setting,Google Setting
app_store_setting,App Store Setting
banner_src,Banner Src
google_map,Google Map
open_street_map,Open Street Map
image_limit,Image Limit
success_frontend_edit,Frontend Config has been successfully updated.
success_frontend_add,Frontend Config has been successfully added.
show_user_profile,Show User Profile ?
is_enable_video_setting,Is Enable Video Setting ?
err_map,Please Provide Map Key
err_price_format,Please Provide Price format
err_fcm_server_key,Please Provide FCM Server key
err_firebase_web_push_key_pair,Please Provide Firebase Web Push key pair
err_ad_client,Please Provide Ad Client
err_copy_right,Please Provide Copy Right
err_google_play_url,Please Provide Google Play Url
err_ad_slot,Please Provide Ad Slot
err_app_store_url,Please Provide App Store Url
err_banner_src,Please Provide Banner Src
err_block_item_loading_limit_zero,Block Item Loading Limit can not be zero
err_block_item_loading_limit,Please Provide Block Item Loading
err_follower_item_loading_limit_zero,Follower Item Loading Limit can not be zero
err_follower_item_loading_limit,Please Provide Follower Item Loading Limit
err_block_slider_loading_limit_zero,Block Slider Loading Limit can not be zero
err_feature_item_loading_limit_zero,Feature Item Loading limit can not be zero
err_feature_item_loading_limit,Please Provide Feature Item Loading limit
err_discount_item_loading_limit_zero,Discount Item Loading Limit can not be zero
err_discount_item_loading_limit,Please Provide Discount Item Loading Limit
err_popular_item_loading_limit_zero,Popular Item Loading Limit can not be zero
err_popular_item_loading_limit,Please Provide Popular Item Loading Limit
err_recent_item_loading_limit_zero,Recent Item Loading Limit can not be zero
err_recent_item_loading_limit,Please Provide Recent Item Loading Limit
err_item_detail_view_count_for_ads_zero,Item detail View Count For Ads can not be zero
err_item_detail_view_count_for_ads,Please Provide Item detail View Count For Ads
err_after_item_count_admob_once_zero,After Item Count Admob Once can not be zero
err_after_item_count_admob_once,Please Provide After Item Count Admob Once
err_profile_image_size_zero,Profile Image Size can not be zero
err_profile_image_size,Please Provide Profile Image Size
err_upload_image_size_zero,Upload Image Size can not be zero
err_upload_image_size,Please Provide Upload Image Size
err_blue_mark_size_zero,Bluemark Size can not be zero
err_blue_mark_size,Please Provide Bluemark Size
err_video_duration_zero,Video Duration can not be zero
err_video_duration,Please Provide Video Duration
err_mile_zero,Mile can not be zero
err_mile,Please Provide Mile
err_chat_image_size_zero,Chat Image Size can not be zero
err_chat_image_size,Please Provide Chat Image Size
ad_post_type,Ad Post Type
err_ad_post_type,Please provide ad post type.
select_ad_post_type,Select Ad Post Type
err_promo_cell_blank_save,Please provide the promoted cell interval no.
err_promo_cell_zero_save,The promoted cell interval no. cannot be zero.
promo_cell_interval_no,Promoted Cell Interval No.
ad_post_section,Ad Post Type Setting
paid_items,Sponsored Items
promo_cell_interval_desc,(The sponsored ads or google ads are going to show in every x no of the list.)
offline_pkg_bought_edit,Edit Offline Package Bought
offline_pkg_bought_search,Search Offline Package Bought
delete_offline_pkg_label,Delete Offline Ad Package Bought?
offline_pkg_delete_message_label,Are you sure to delete the offline ad package bought?
offline_pkg_bought_info,Offline Package Bought Information
bought_user,Bought User
currency_label,Currency
success_offline_pkg_delete,The offline ad package bought has been successfully deleted.
success_offline_pkg_edit,The offline ad package bought has been successfully updated.
success_offline_pkg_add,The offline ad package bought has been successfully added.
offline_paids,Offline Sponsored Items Request
offline_ad_package_bought_request,Offline Ad Package Bought Request
err_block_slider_loading_limit,Please provide the block slider loading limit.
err_item_detail_view_count_for_ads,Please provide item detail count for ads.
err_item_detail_view_count_for_ads_zero,Item detail count for ads cannot be zero.
err_promote_fourth_choice_day,Please provide promote the fourth choice day.
err_promote_fourth_choice_day_zero,The promote the fourth choice day cannot be zero.
err_promote_first_choice_day,Please provide promote the first choice day.
err_promote_first_choice_day_zero,The promote the first choice day cannot be zero.
err_promote_second_choice_day,Please provide promote the second choice day.
err_promote_second_choice_day_zero,The promote second choice day cannot be zero.
err_promote_third_choice_day,Please provide promote the third choice day.
err_promote_third_choice_day_zero,The promote the third choice day cannot be zero.
success_image_reorder,The image has been successfully reordered.
unauthorize_reorder_img_edit,You don't have permission to reorder this image because you are not an owner.
no_transaction_yet,You cannot export CSV file because of no transaction.
package_app_purchase_product_id_label,Package In App Purchases Product ID
package_purchase_type_label,Package In App Purchases Type
default_map_section,Default Map Section
is_force_login,"Is Force Login On? (If this setting is ""On"", when app start, user must login first.)"
is_language_config,"Is Language Config On? ( If this setting is ""On"", when app start, user must select the language.)"
sold_out_items,Sold Out Items
sold_out_items_module,Sold Out Items
sold_out_item_view,View Sold Items
item_upload_ui_section,Item Upload UI Section
item_upload_ui1,Item Upload UI 1
item_upload_ui2,Item Upload UI 2
price_pkg_desc,(The price field is only used for other payments other than IAP (in app purchased).)
currency_pkg_desc,(The currency field is only used for other payments other than IAP (in app purchased).)
api_keys,API Keys
languages,Languages
versions,Versions
abouts,Abouts
item_address_label,Address
lat_label,Latitude
lng_label,Longitude
data_deletion_policy_url,Data Deletion Policy URL
paid_configs,Payment Settng
in_app_purchased,In App Purchased
in_app_purchases,In App Purchased
module_groups,Menu Name Setting
modules,Sub Menu Name Setting
thumbnail_generators,Thumbnail Generators
image_lists,Image Lists
categrories,Categories
subcategories,Subcategories
packages,Packages
item location townships,Item Location Townships
item_location_townships,Item Location Townships
items,Items
item_conditions,Item Conditions
deal_options,Deal Options
blogs,Blogs
pendings,Pendings
rejects,Rejects
disables,Disables
blue_mark_users,Blue Mark Users
Blue mark users,Blue Mark Users
user_phone_label,Phone
popularitems,Popular Items
view,View
ratings,Ratings
contacts,Contacts
transactions,Transactions
notis,Notifications
deeplink_generators,Deeplink Generators
Deeplink generators,Deeplink Generators
