key,valor
land_width_label,Largura Paisagem
potrait_height_label,Altura do Retrato
square_label,Altura Quadrada
err_lat,"Por favor, forneça Latitude"
err_lng,"Por favor, forneça Longitude"
err_lat_lng,Sua latitude e longitude não deve ser 0.0
offline_yes_all_message,Você quer apagar todo o pagamento offline?
email_verification_enabled,"-Mail de verificação Activado?(Se essa configuração é On"" quando registo de utilizador utilizando e-mail ele irá enviar código de verificação para o usuário de e-mail registrado.)"
user_auto_approved,Sua nova conta de usuário foi criada. Bem-vindo ao Flutter Buy & Sell.
user_not_able_delete,"Desculpe, esta é conta do sistema para que ele não é capaz de desativar."
delete_allow_user_label,Excluir usuário permitido?
allow_user_delete_confirm_message,Você deseja excluir todos os usuários permitidos?
allowed_module_lang,Usuários permitidos
itm_promote_alert,Importante: este item está em promoção agora certifique-se de desativar a ação.
user_not_able_delete,"Desculpe, esta é conta do sistema para que ele não é capaz de desativar."
err_user_register,"Desculpe, não é o problema para o registro do usuário."
err_user_not_exist,Sua conta não está existia no sistema.
err_user_email_blank,Por favor forneça e-mail
err_user_email_invalid,Seu e-mail é inválido
success_block,Usuário foi bloqueado com sucesso.
success_unblock,Usuário foi desbloqueado com sucesso.
no_user_unblock,Não é possível para desbloquear o usuário.
unable_to_report,Não é possível para relatar o item porque ele é o seu próprio item.
success_logout,Não é possível para relatar o item porque ele é o seu próprio item.
deeplink_section,Seção Deep Linking
dyn_link_key_label,Chave de link dinâmico
dyn_link_url_label,URL de ligação dinâmica
dyn_link_package_name_label,Nome do pacote de link dinâmico
dyn_link_domain_label,Domínio de ligação dinâmica
dyn_link_deep_url_label,URL de link direto
prd_dynamic_link_label,Product Dynamic Link
already_report,Você já relataram a este item.
lat_invlaid,Latitude deve estar entre -90 e 90 graus inclusive.
lng_invlaid,Longitude deve estar entre -180 e 180 graus inclusive.
paystack_setting,Paystack Configuração
paystack_label,[Option 5]: Pagamento com Paystack
paystack_key_label,Paystack Key
paystack_enabled_label,Paystack está ativado?
btn_duplicate,Duplicada
success_prd_duplicate_add,O item duplicado foi adicionado com sucesso
dyn_link_package_name_ios,ligando o nome do pacote IOS dinâmica
dyn_link_ios_appstore_id,Dinâmica Linking IOS AppStore Id
purchase_add,Adicionar Na App Comprado
in_app_purchase_info,Em Informações App Compradas
app_purchase_product_id_label,No ID do produto comprado do aplicativo (promoção do item)
purchase_description_label,Descrição
purchase_type_label,Tipo (Promoção do Item)
err_purchase_description,Forneça Descrição
success_purchase_edit,Na App compradas foi atualizado com sucesso.
data_deletion_policy_url,Exclusão de dados URL Política
delete_purchase_label,Excluir na App comprado?
purchase_yes_all_message,Você quer apagar Na App comprado?
success_purchase_delete,Na App Comprado foi excluído com sucesso.
in_app_purchased_setting,Na App Ajuste Comprada
purchase_key_label,Você pode fazer o pagamento com no aplicativo comprado
purchase_enabled_label,Compra é ativado?
in_app_purchases,Na App Comprado
data_delection_module,Usuário exclusão de dados
data_delete_info,Dados do usuário Informações Exclusão
is_show_email,Mostrar-mail
is_show_phone,Mostrar telefone
data_delete_info,Supressão Informação Política de Dados
success_data_deletion_add,Dados Política de eliminação foi adicionado com sucesso.
success_data_deletion_edit,Dados Política de eliminação foi atualizado com sucesso.
data_deletion_module,Política de eliminação de dados
privacy_policy_url,URL com Política de Privacidade
Privacy_policies,Políticas de privacidade
Data_deletions_policies,Políticas exclusão de dados
location_townships,Townships loction
location_township_add,Adicionar Localização Township
township_name,Nome Township
item_location_module,localização Cidades
is_default,Predefinição
Prd_search_location_township,Selecionar item Localização Township
itm_select_location_township,Selecionar item Localização Township
location_township_name,Nome Township
township_edit,Editar Township
township_search,pesquisa Township
is_sub_location,"Sub Local On? (Se essa configuração é ""On"" quando o usuário abrir o aplicativo a necessidade do usuário para escolher sub local (município) sob o local (cidade))"
followed_you,seguir você.
bought_your_item,comprou o item
you_bought,Você comprou
err_user_bought,"Desculpe, não é um problema quando o usuário clicar comprado."
success_user_bought,Usuário comprei foi clicado com sucesso.
thumbnail_generators_lng,Gerador de miniaturas
btn_create_thumbnail,Gerador de miniatura (1x2x3x)
thumb_1x_label,Thumbnail 1x Tamanho da imagem
thumb_2x_label,Thumbnail 2x Tamanho da imagem
thumb_3x_label,Thumbnail 3x Tamanho da imagem
image_lists_lng,Listas de imagens
img_name,Nome da imagem.
success_img_create,"Thumbnail 2x, 3x foi criado com sucesso."
img_not_exist,A imagem não existiu na pasta de upload.
select_location_label,Selecione Localização
delete_offline_item_label,Excluir item off-line?
offline_item_delete_message_label,Você tem certeza de excluir o item off-line?
blue_mark,Marca azul
blue_mark_verified,Marca azul verificada
blue_mark_applied,Marca azul aplicada
blue_mark_rejected,Marca azul rejeitada
verify_blue_mark_noti_approve,"Parabéns, o administrador aprovou sua marca azul."
verify_blue_mark_noti_reject,"Desculpe, o administrador rejeitou sua marca azul. Você pode tentar aplicar novamente."
verify_email_not_send_user,Não enviar confirmar email para
del_photo,Excluir imagem?
upload_video,Envio vídeo
del_video,Excluir vídeo?
del_video_confirm,Você tem certeza de excluir vídeo?
success_video_delete,O vídeo foi excluído com sucesso.
success_video_icon_delete,O ícone de vídeo foi excluído com sucesso.
apply_success,"Marca azul foi aplicada. Por favor, aguarde uma aprovação admin."
blue_mark_pending,"Atualmente, você não pode aplicar a marca azul porque você está pendente. Então, aguarde uma aprovação de administrador."
already_blue_mark,Você já tem a marca azul.
note,Observação
user_social_info_override,"Informações sociais do usuário substituir? Se marcado, as informações sociais do usuário serão superestimadas quando você estiver login com (Google, Facebook, telefone e maçã, etc ...)"
recommended_size_img,Tamanho recomendado: 400 x 200
recommended_size_icon,Tamanho recomendado: 200 x 200
applied_date_label,Data aplicada (DD / mm / aaaa)
pending,Pendente
verified,Verificado
rejected,Rejeitado
all,Tudo
blue_mark_users_label,Verifique os usuários de marca azul
app_token_label,Token App (para a foto do perfil do Facebook)
already_sold_out,O item já está esgotado e você não pode fazer oferta.
city_id_required,Por favor selecione a ID da cidade.
err_township_name,"Por favor, forneça o nome do município."
err_township_len,O comprimento do nome do município deve ser maior que 4.
success_township_add,Township foi adicionado com sucesso.
success_township_edit,Township foi atualizado com sucesso.
deeplink_generator_label,Gerador de deeplink.
btn_deeplink_generator,Gerar deeplink.
success_deeplink_generate,Deeplink foi gerado com sucesso.
cannot_chat,Não é possível conversar com este usuário ou item.
topics_fe_label,Tópicos para o frontend
topics_label,Tópicos para celular
go_to_be_setting_label,Vá para a configuração de backend
deeplink_note_label,"Nota - O link dinâmico do item foi gerado por essas configurações acima. Se você quiser se regenerar com nova configuração, altere a configuração aqui:"
err_price,"Por favor, forneça o Pirce."
price_cannot_zero,O preço não pode ser zero.
is_thumb2x_3x_generate,"Thumbnail 2x, 3x Configuração? (Se esta configuração estiver 'ativada' quando você carregar a imagem, ele gerará thumbnail2x e thumbnail3x automaticamente.)"
thumb_generator_text_label,"Ele gerará as imagens de miniaturas para cada item. Por favor, observe que este processo levará às vezes com base nos seus dados"
thumb2x_3x_settting_off,"Criar thumbnail2x, a configuração 3x está desligada."
create_thumb2x_folder,"A pasta Thumbnail2x não existe, por favor, crie-a primeiro. Ou você pode desligar a configuração Thumb2X, 3x."
create_thumb3x_folder,"A pasta Thumbnail3x não existe, por favor, crie-a primeiro. Ou você pode desligar a configuração Thumb2X, 3x."
thumb2x_already_existed,A imagem já existe na pasta thumbnail2x.
thumb3x_already_existed,A imagem já existe na pasta thumbnail3x.
err_currency_symbol,"Por favor, forneça símbolo de moeda."
err_description,Forneça a descrição do item
pkg_add,Adicionar Pacote
pkg_search,Pacote de Pesquisa
pkg_edit,Editar Pacote
success_pkg_edit,O pacote foi atualizado com sucesso.
success_pkg_add,O pacote foi adicionado com sucesso.
success_pkg_delete,O pacote foi excluído com sucesso.
title,Título
pkg_info,Informação do pacote
post_count,Contagem de publicações
pkg_select_currency,Selecione a moeda do pacote
err_pkg_title,Forneça o título do pacote
err_pkg_price,Forneça o preço do pacote
err_pkg_currency,Forneça a moeda do pacote
err_pkg_post_count,Forneça o número de contagem de postagens
err_pkg_exit,O nome do pacote já existe no sistema
delete_pkg_label,Excluir pacote?
pkg_delete_confirm_message,Tem certeza de que deseja excluir este pacote?
pkg_yes_all_label,Sim tudo
pkg_no_only_label,Apenas Pacote
err_pkg_bought,Desculpe
success_pkg_bought,Pacote comprado inserido com sucesso.
is_paid_app,"Aplicativo pago ativado? (Se esta configuração estiver ""Ligado"", este aplicativo é limitado à postagem de anúncio do usuário)"
package_module,Pacotes
paid_item_module,Relatório de itens patrocinados
is_subcat_subscription,"Assinatura da subcategoria ativada? (Se esta configuração for ""Ligado"", o usuário deve ser capaz de se inscrever nas subcategorias.)"
err_subcat_subscibe_save,Desculpe
err_subcat_subscibe_delete,Desculpe
success_subcat_subscribe,Assinatura de subcategoria de sucesso.
verify_blue_mark,Marca azul verificada
rating_view,Visualizar usuário de classificação
csv_export,Exportação CSV
Item_reports,Itens reportados
report_search,Pesquisar item relatado
rating_search,Usuário de classificação de pesquisa
demo_login,Faça login com uma conta demo
approve_item,Aprovar item
disable_item,Desativar item
reject_item,Rejeitar item
receive_rating_from,Receber classificação de
discount_rate_by_percentage,Taxa de desconto por porcentagem
item_upload_config,Configurações de upload de itens
success_item_config_edit,A configuração de upload do item foi atualizada com sucesso
success_item_config_add,A configuração de upload do item foi adicionada com sucesso
item_config_label,Informações de configuração de upload de item
item_type,Tipo de item
price_type,Tipo de preço
deal_option_remark,Observação da opção de transação
System_users,Usuários do sistema
Registered_users,Usuários registrados
item_location,Localização do item
item_location_township,Local do item Município
Item_currency,Moeda do item
App_settings,Configurações do aplicativo
Backend_configs,Configurações de back-end
is_block_user,"Recurso de bloqueio ativado? (Se esta configuração estiver ""Ativada"", o usuário poderá impedir que outros usuários indesejados vejam sua postagem de anúncio.)"
err_image,"Por favor, preencha o upload da foto"
err_video,"Por favor, preencha o upload do vídeo"
err_video_icon,"Por favor, preencha o ícone de upload de vídeo"
item_video,Envio de vídeo do item
item_video_icon,Carregamento do ícone de vídeo do item
item_loc_config,Configuração do local do item
err_brand,Forneça o nome da marca do item
err_address,"Por favor, forneça o endereço"
err_deal_option,Forneça a opção de transação
err_deal_option_remark,Forneça a observação da opção de transação
err_highlight_info,Forneça informações de destaque
Item_price,Preço do item
err_item_price_type,Forneça o tipo de preço do item
err_item_type,Forneça o tipo de item
err_condition_of_item,"Por favor, forneça a condição do item"
open,abrir
in_progress,em andamento
close,Fechar
demo_data_delete,Exclusão de dados de demonstração
demo_data_delete_note_label,"Nota: Todos os registros de 'usuários' serão excluídos, exceto a conta de administrador."
success_demo_data_delete,Os dados de demonstração foram excluídos com sucesso.
btn_submit,Enviar
admin_pwd_label,Digite a senha do administrador
delete_demo_data,Tem certeza de excluir todos os dados de demonstração?
admin_confirm,Digite sua senha de administrador abaixo para confirmar essas exclusões de dados de demonstração.
err_blank_pwd,"Por favor, preencha a senha de administrador"
err_pwd_invalid,Sua senha é invalida!
no_messages,Nenhuma mensagem recente
no_items,Nenhum item adicionado recentemente
no_users,Nenhum usuário adicionado recentemente
img_all_delete,Todas as imagens relacionadas serão excluídas
images,Imagens
no_need_bought,"Não há necessidade de comprar postagens de anúncios, você é um usuário do sistema."
need_user_bought,Este item foi necessário para comprar pelo usuário primeiro.
need_accept_offer,Este item foi necessário para aceitar uma oferta primeiro.
need_make_offer,Este item foi necessário para fazer uma oferta primeiro.
already_make_offer,Este item já foi feito uma oferta.
already_reject_offer,Este item já foi rejeitado a oferta.
already_rejected,Este item já foi rejeitado a oferta.
adpost_history_search,Histórico de transações de postagem do anúncio de pesquisa
ad_post_transactions_module,Histórico de transações de postagem de anúncios
package_name,Nome do pacote
buy_ad_post_transactions,Histórico de transações de postagem de anúncios
adpost_history_view,Ver histórico de transações de publicação de anúncios
cannot_default,"Desculpe, não é possível restaurar o padrão."
cannot_unpublish,"Desculpe, não é possível cancelar a publicação na moeda padrão."
new_item_upload_label,Novo item carregado em
csv_upload_instruction_city,"Siga os passos abaixo: <br>
1. Em seguida, prepare como o formato CSV. <a href=""https://drive.google.com/file/d/1g3T6H2cdZsGS0UlHji6_BkP_JIa1YBCy/view?usp=sharing"" target=""_blank""> amostra de arquivo csv aqui </a> <br>
2. Você pode usar o Google Sheet para criar e exportar como separador de vírgulas."
pls_upload_csv,Faça o upload de um arquivo CSV.
something_wrong_upload,Algo errado fazer upload do arquivo
err_paid_adpost_history,"Desculpe! Por favor, verifique as informações de pagamento."
total_city,Local total da cidade:
success_total_city,Cidade de localização de sucesso:
fail_total_city,Cidade do local com falha:
total_township,Município de localização total:
success_total_township,Local de sucesso município:
fail_total_township,Município de localização com falha:
beacause_db_err,devido a um erro de banco de dados.
because_miss_city,por falta de localização da cidade
because_miss_township,por causa do município de localização ausente
csv_upload_instruction_township,"Siga os passos abaixo: <br>
1. Em seguida, prepare como o formato CSV. <a href=""https://drive.google.com/file/d/1hkLZUDt4pxIqtfPE9k5rhzf4rhK6VJit/view?usp=sharing"" target=""_blank""> amostra de arquivo csv aqui </a> <br>
2. Você pode usar o Planilhas Google para criar e exportar como separador de vírgulas.<br>
Observação: o nome da cidade a ser usado no arquivo CSV do município de localização deve ser adicionado primeiro."
because_noexit_city,o nome da cidade não existe no sistema
item_locations,Cidade do local do item
city_existed,já existia no sistema.
township_existed,já existia no sistema.
success_generate_sitemap,O mapa do site foi gerado com sucesso.
sitemap_generator,Gerador de mapa do site
sitemap_generators,Gerador de mapa do site
sitemap_generator_label,Gerador de mapa do site
btn_create_sitemap,Gerar Sitemap
err_generate_sitemap,Os Sitemaps não geram alguns erros.
sitemap_generate_desc,Ele irá gerar os arquivos XML do mapa do site. Observe que esse processo levará algumas coisas com base em seus dados.
sitemap_url_here,Arquivo de mapa do site aqui:
sitemap_info,Seu sitemap xml foi gerado em
copy_sitemap_to_fe,Copie o arquivo de mapa do site para o front-end
total_cat,Categoria Total:
success_cat,Categoria de sucesso:
fail_cat,Categoria com falha:
miss_cat_name,por causa do nome da categoria ausente
miss_cat_img,por causa da imagem de categoria ausente na pasta 'uploads'.
miss_cat_icon,por causa do ícone de categoria ausente na pasta 'uploads'.
total_subcat,Subcategoria Total:
success_subcat,Subcategoria bem-sucedida:
fail_subcat,Subcategoria com falha:
miss_subcat_name,devido à falta do nome da subcategoria
miss_subcat_img,devido à falta de imagem de subcategoria na pasta 'uploads'.
miss_subcat_icon,por causa do ícone de subcategoria ausente na pasta 'uploads'.
not_exist_cat,nome da categoria não existia no sistema.
db_err,devido a um erro de banco de dados.
already_existed,já existe.
csv_upload_instruction_cat,"Siga as etapas abaixo:<br>
1. Faça upload das imagens para a pasta de uploads manualmente via FTP.<br>
2. Em seguida, prepare como o formato CSV. <a href=""https://drive.google.com/file/d/1Qt-fnaTullQo6tOumLGwoZIB34b-TlW3/view?usp=sharing"" target=""_blank"">Arquivo de amostra aqui</a><br>
3. Você pode usar o Google Sheet para criar e exportar como separador de vírgulas."
csv_upload_instruction_subcat,"Siga as etapas abaixo:<br>
1. Faça upload das imagens para a pasta de uploads manualmente via FTP.<br>
2. Em seguida, prepare como o formato CSV. <a href=""https://drive.google.com/file/d/1SZpLcLjRXEYZCym5aQJHs5Par0_qvrDr/view?usp=sharing"" target=""_blank"">Arquivo de amostra aqui</a><br>
3. Você pode usar o Google Sheet para criar e exportar como separador de vírgulas.<br>
<b>Observação: o nome da categoria a ser usado no arquivo CSV da subcategoria deve ser adicionado primeiro.</b>"
unauthorize_item_edit,Você não tem permissão para atualizar um item porque não é seu item.
not_enought_post_count,Não há contagem de postagens suficiente.
record_not_found,10001#Desculpe
record_no_pagination,"10001#Desculpe, não há mais registros no sistema."
offer_rejected,Oferta rejeitada!
make_offer,Faça oferta!
offer_accepted,Oferta aceita!
image,Imagem!
about_app,Sobre o aplicativo
api_setting,Configuração da API
app_setting,Configuração do aplicativo
fail_push_devices,Falha ao empurrar todos os dispositivos Android e IOS.
fail_push_websites,Falha ao enviar todos os sites.
push_noti_module,Notificação push
app_version,Versão
err_title,"Por favor, forneça o título."
err_title_len,O comprimento do título deve ser maior que 4.
remove_label,Remover
all_label,Todo
approved_label,Aprovado
reject_label,Rejeitar
err_icon,"Por favor, preencha o ícone de upload."
start_upload,Iniciar envio
cancel_upload,Cancelar upload
add_files,Adicionar arquivos
btn_update,Atualizar
err,Erro
btn_start,Começar
btn_close,Fechar
category,Categoria
added,Adicionado
disable_label,Desativar
waiting_approval_label,Esperando aprovação
count,Contar
demo_dummy_refresh_hour,"Esteja ciente de que o back-end é um modo de demonstração, portanto, todos esses dados fictícios serão atualizados a cada hora."
sys_err_occur,Ocorreu um erro de sistema. Entre em contato com o administrador do sistema.
registered_user,Usuário Registrado
generate_thumbnail_label,Ele irá gerar as imagens em miniatura para cada item. Observe que esse processo levará algum tempo com base em seus dados.
max_img_upload_of_item,Upload máximo de imagem do item
err_max_img_blank_save,Forneça o upload máximo de imagens do item.
err_max_img_zero_save,O upload máximo de imagens do item não pode ser zero.
err_max_img_upload,A imagem do item é máxima.
price_format,Formato de preço
price_format_desc,"Você precisa alterar de acordo com o formato que você precisa (por exemplo, "",##0.00"" => 2.555,00, ""##0.00"" => 2555,00 ,"".00"" => 2555,00, "",##0"" => 2.555, "",##0,0"" => 2.555,0)"
date_format,Formato de data
google_playstore_url,URL do Google Play Store
apple_appstore_url,URL da App App Store
ios_appstore_id,IOS App Store ID
default_order_time,Tempo de ordem padrão (minutos)
fb_key,Chave do Facebook
is_show_token_id,"ID do token ativado? (Se esta configuração estiver ""Ativada"", o usuário poderá visualizar o ID do token na configuração de notificação.)"
is_show_subcategory,"Subcategoria ativada? (Se esta configuração for ""On"", a subcategoria pode ser usada no aplicativo.)"
is_use_thumbnail_as_placeholder,"Usar miniatura como configuração de espaço reservado ativado? (Se esta configuração estiver ""Ligada"", ela carregará a imagem em miniatura primeiro e depois carregará a imagem completa. Ou se essa configuração estiver ""Desativada"", ela carregará a imagem completa diretamente e para a imagem de espaço reservado será usada a imagem de espaço reservado padrão.)"
admob_section,Configuração da AdMob
is_show_admob,"Configuração da AdMob ativada? (Se esta configuração estiver ""Ligada"", o aplicativo exibirá anúncios.)"
lang_section,Configuração de idioma
default_language,Idioma padrão
exclude_language,idiomas disponíveis
exclude_lang_desc,"(Se o idioma estiver ""Ligado"", o usuário poderá usar esse idioma no aplicativo.)"
default_currency_section,Default Currency Configuration
default_razor_currency,Moeda padrão da navalha
is_razor_support_multi_currency,"Razor Support Multi-Moeda Ativado? (Se esta configuração estiver ""Ligada"", você pode aceitar o pagamento com lâmina em várias moedas no aplicativo.)"
default_flutter_wave_currency,Moeda padrão do Flutterwave
login_section,Configuração de login
show_facebook_login,"Login do Facebook ativado? (Se esta configuração estiver ""Ligada"", os usuários podem estar logados com o Facebook.)"
show_google_login,"Login do Google ativado? (Se esta configuração estiver ""Ativada"", os usuários poderão fazer login com o Google.)"
show_phone_login,"Telefone Login Ligado? (Se esta configuração estiver ""Ligada"", os usuários poderão fazer login com um número de telefone.)"
show_main_menu,"Menu principal ativado? (Se esta configuração estiver ""Ligada"", o usuário poderá visualizar a guia ""Menu Principal"" em cada loja.)"
show_special_collections,"Coleções especiais em? (Se esta configuração estiver ""Ativada"", o usuário poderá visualizar a guia ""Ofertas especiais"" em cada loja.)"
show_featured_items,"Itens em destaque ativado? (Se esta configuração estiver ""Ligada"", o usuário poderá visualizar os ""Itens em destaque"" em cada loja.)"
show_best_choice_slider,"Melhor controle deslizante de escolha? (Se esta configuração estiver ""Ativada"" quando o usuário abrir o aplicativo, o usuário poderá visualizar as coleções de melhor escolha com a visualização do controle deslizante.)"
default_loading_limit,Limite de carregamento padrão
category_loading_limit,Limite de carga de categoria
recent_item_loading_limit,Limite de carregamento de item recente
popular_item_loading_limit,Limite de carregamento de item popular
discount_item_loading_limit,Limite de carregamento de item de desconto
feature_item_loading_limit,Limite de carregamento do item de recurso
block_slider_loading_limit,Limite de carregamento do controle deslizante de bloco
follower_item_loading_limit,Limite de carregamento do item seguidor
default_limit_section,Configuração do limite padrão
block_item_loading_limit,Limite de carregamento de item de bloco
date_format_desc,"DD para o dia, mm para o mês, aaaya para o ano, HH durante a hora, mm durante o minuto, SS para o segundo (por exemplo, DD-MM-AAAA, HH: mm: SS)"
app_config_info_lable,Informações de configuração móvel
loc_section,Configuração de localização
success_mobile_edit,A configuração móvel foi atualizada com sucesso.
success_mobile_add,A configuração móvel foi adicionada com sucesso.
err_default_lang,"Por favor, forneça o idioma padrão."
err_default_loading_limit_zero,O limite de carga padrão não pode ser zero.
err_default_loading_limit,"Por favor, forneça o limite de carga padrão."
err_category_loading_limit,"Por favor, forneça o limite de carga da categoria"
err_category_loading_limit_zero,O limite de carga de categoria não pode ser zero.
err_collection_product_loading_limit,"Por favor, forneça o limite de carregamento do produto de coleta."
err_collection_product_loading_limit_zero,O limite de carga do produto da coleção não pode ser zero.
err_discount_product_loading_limit,"Por favor, forneça o limite de carga do produto com desconto."
err_discount_product_loading_limit_zero,O limite de carga do produto com desconto não pode ser zero.
err_feature_product_loading_limit,"Por favor, forneça o limite de carga do produto em destaque."
err_feature_product_loading_limit_zero,O limite de carga do produto em destaque não pode ser zero.
err_latest_product_loading_limit,"Por favor, forneça o mais recente limite de carga do produto."
err_latest_product_loading_limit_zero,O limite mais recente de carga do produto não pode ser zero.
err_shop_loading_limit,"Por favor, forneça o limite de carregamento da loja."
err_shop_loading_limit_zero,O limite de carga não pode ser zero.
err_trending_product_loading_limit,"Por favor, forneça o limite de carregamento do produto de tendência."
err_trending_product_loading_limit_zero,O limite de carga do produto de tendência não pode ser zero.
err_default_order_time,"Por favor, forneça o tempo de pedido padrão."
err_default_order_time_zero,O tempo de ordem padrão (minutos) não pode ser zero.
err_google_playstore_url,"Por favor, forneça o URL do Google Play Store."
err_apple_appstore_url,"Por favor, forneça a URL da App App Store."
err_ios_appstore_id,"Por favor, forneça um ID da App Store do IOS."
err_price_format,"Por favor, forneça o formato de preço."
err_date_format,"Por favor, forneça o formato de data."
err_fb_key,"Por favor, forneça uma chave do facebook."
default_lang_select,Selecione o idioma padrão
mobile_configs,Config.
frontend_configs,Frontend config.
faq_pages_label,Páginas FAQ
terms_and_conditions_label,Termos e Condições
is_use_googlemap,Use o Google Map On?
item_detail_view_count_for_ads,Contagem de visualização detalhada do item para anúncios
is_show_ads_in_item_detail,É apresentar anúncios no detalhe do item?
after_item_count_admob_once,Após a contagem de itens Admob uma vez
is_show_admob_inside_list,O show Admob Inside List?
blue_mark_size,Tamanho do Bluemark
mile,Faixa de milhas para itens mais próximos
video_duration,Duração do vídeo (milissegundos)
image_section,Seção de imagem.
profile_image_size,Tamanho da imagem do perfil
upload_image_size,Upload o tamanho da imagem
chat_image_size,Tamanho da imagem de bate-papo.
promote_section,Promover seção
promote_first_choice_day,Promover o dia de primeira escolha ou o dia padrão
promote_second_choice_day,Promover o dia de segunda escolha
promote_third_choice_day,Promover o terceiro dia de escolha
promote_fourth_choice_day,Promover quarto dia de escolha
no_filter_with_location_on_map,Não é filtro com localização no mapa?
is_show_owner_info,É mostrar informações do proprietário?
frontend_config_label,Informações do Frontend Config.
map_key,Chave do mapa
enable_notification,Ativar notificação?
fcm_server_key,Chave do servidor FCM.
firebase_web_push_key_pair,Firebase Web Push Key Par
ad_client,Cliente do anúncio
ad_slot,Slot de anúncios
copy_right,Direito autoral
google_play_url,Google Play Url.
app_store_url,URL da App Store.
google_setting,Setting do Google.
app_store_setting,Configuração da App Store.
banner_src,Banner src.
google_map,Google Map
open_street_map,Mapa de rua aberto
image_limit,Limite de imagem.
success_frontend_edit,O Frontend Config foi atualizado com sucesso.
success_frontend_add,Frontend config foi adicionado com sucesso.
show_user_profile,Mostrar perfil de usuário?
is_enable_video_setting,É ativar a configuração de vídeo?
err_map,"Por favor, forneça a chave do mapa"
err_price_format,"Por favor, forneça formato de preço"
err_fcm_server_key,"Por favor, forneça a chave do servidor FCM"
err_firebase_web_push_key_pair,"Por favor, forneça par Keybase Web Push Key"
err_ad_client,"Por favor, forneça um cliente publicitário"
err_copy_right,"Por favor, forneça cópia direita"
err_google_play_url,"Por favor, forneça o URL do Google Play"
err_ad_slot,"Por favor, forneça slot para anúncios"
err_app_store_url,"Por favor, forneça URL da App Store"
err_banner_src,"Por favor, forneça banner src"
err_block_item_loading_limit_zero,O limite de carga do item de bloco não pode ser zero
err_block_item_loading_limit,"Por favor, forneça um item de bloco carregando"
err_follower_item_loading_limit_zero,O limite de carregamento do item seguidor não pode ser zero
err_follower_item_loading_limit,"Por favor, forneça o limite de carga do item seguidor"
err_block_slider_loading_limit_zero,O limite de carregamento deslizante de bloco não pode ser zero
err_feature_item_loading_limit_zero,O limite de carregamento do item de recurso não pode ser zero
err_feature_item_loading_limit,"Por favor, forneça limite de carregamento do item de recurso"
err_discount_item_loading_limit_zero,O limite de carga do item de desconto não pode ser zero
err_discount_item_loading_limit,"Por favor, forneça limite de carga de item de desconto"
err_popular_item_loading_limit_zero,Limite de carga de item popular não pode ser zero
err_popular_item_loading_limit,"Por favor, forneça limite popular de carga de item"
err_recent_item_loading_limit_zero,Limite de carga de item recente não pode ser zero
err_recent_item_loading_limit,"Por favor, forneça um limite recente de carga do item"
err_item_detail_view_count_for_ads_zero,Contagem de visualização detalhada do item para anúncios não podem ser zero
err_item_detail_view_count_for_ads,"Por favor, forneça contagem de visualização detalhada do item para anúncios"
err_after_item_count_admob_once_zero,Após a contagem de itens Admob uma vez não pode ser zero
err_after_item_count_admob_once,"Por favor, forneça após a contagem de itens Admob uma vez"
err_profile_image_size_zero,O tamanho da imagem do perfil não pode ser zero
err_profile_image_size,"Por favor, forneça o tamanho da imagem de perfil"
err_upload_image_size_zero,O tamanho da imagem de upload não pode ser zero
err_upload_image_size,"Por favor, forneça o tamanho da imagem do upload"
err_blue_mark_size_zero,O tamanho do Bluemark não pode ser zero
err_blue_mark_size,"Por favor, forneça o tamanho do Bluemark"
err_video_duration_zero,A duração de vídeo não pode ser zero
err_video_duration,"Por favor, forneça a duração de vídeo"
err_mile_zero,Milha não pode ser zero
err_mile,"Por favor, forneça a milha"
err_chat_image_size_zero,O tamanho da imagem do bate-papo não pode ser zero
err_chat_image_size,"Por favor, forneça o tamanho da imagem de bate-papo"
ad_post_type,Tipo de postagem ad
err_ad_post_type,"Por favor, forneça o tipo de postagem do anúncio."
select_ad_post_type,Selecione o tipo de postagem do anúncio
err_promo_cell_blank_save,"Por favor, forneça o intervalo celular promovido no."
err_promo_cell_zero_save,O intervalo celular promovido não. não pode ser zero.
promo_cell_interval_no,Promovido Intervalo de Célula No.
ad_post_section,Configuração do tipo post do anúncio
paid_items,Itens patrocinados
promo_cell_interval_desc,(Os anúncios patrocinados ou anúncios do Google vão mostrar em todos os x não da lista.)
offline_pkg_bought_edit,Editar pacote offline comprado
offline_pkg_bought_search,Pesquisar pacote off-line comprado
delete_offline_pkg_label,Excluir pacote de anúncios offline comprado?
offline_pkg_delete_message_label,Tem certeza de que deseja excluir o pacote de anúncios offline comprado?
offline_pkg_bought_info,Informações de compra de pacote off-line
bought_user,Usuário comprado
currency_label,Moeda
success_offline_pkg_delete,O pacote de anúncios offline comprado foi excluído com sucesso.
success_offline_pkg_edit,O pacote de anúncios offline comprado foi atualizado com sucesso.
success_offline_pkg_add,O pacote de anúncios offline comprado foi adicionado com sucesso.
offline_paids,Solicitação de itens patrocinados offline
offline_ad_package_bought_request,Solicitação de compra de pacote de anúncios off-line
err_block_slider_loading_limit,Forneça o limite de carregamento do controle deslizante de bloco.
err_item_detail_view_count_for_ads,Forneça a contagem de detalhes do item para anúncios.
err_item_detail_view_count_for_ads_zero,A contagem de detalhes do item para anúncios não pode ser zero.
err_promote_fourth_choice_day,"Por favor, forneça promover o quarto dia de escolha."
