approve_message_1,Enhorabuena! Artículo Aprobado (,,
approve_message_2,),,
disable_message_1,¡Lo siento! Artículo Desactivar (,,
disable_message_2,),,
reject_message_1,¡Lo siento! Rechazar Artículo (,,
reject_message_2,),,
reject_edit,Editar Rechazar Artículos,,
disable_edit,Los productos Deshabilitar la edición,,
noti_sent_fail,Dejar de enviar notificación de inserción,,
noti_sent_success,Se ha enviado correctamente a la notificación de inserción,,
success_app_setting_edit,Ajuste aplicación se ha actualizado correctamente,,
btn_no,No,,
module_group_lang,Grupo módulo,,
group_name,Módulo Nombre del grupo,,
group_icon,Módulo Icono de grupo,,
group_lang_key,clave idioma,,
group_info,Módulo de Información del Grupo,,
group_search,Buscar Grupo de Módulo,,
group_add,Añadir grupo de módulos,,
success_group_edit,Grupo módulo ha sido editado correctamente,,
success_group_add,Grupo módulo ha sido agregado con éxito,,
group_edit,Editar grupo de módulos,,
success_group_delete,Grupo módulo se ha eliminado correctamente,,
err_group_name,"Por favor, proporcione grupo de módulos",,
err_group_len,La longitud del módulo Nombre del grupo debe ser mayor que 4,,
err_group_exist,Módulo Nombre de grupo ya está existió,,
module_lang,Módulo,,
module_desc,Descripción,,
module_ordering,Ordenando,,
module_add,Agregar módulo,,
module_info,Información del módulo,,
module_name,Nombre del módulo,,
is_show_on_menu,Es Show On menú?,,
module_lang_key,Módulo de teclas Idioma,,
module_select_group,Elija un grupo de módulos,,
delete_module_label,Eliminar módulo?,,
module_delete_confirm_message,¿Está seguro que desea borrar este módulo?,,
delete_group_label,Eliminar grupo Módulo?,,
group_delete_confirm_message,Está seguro que desea eliminar este grupo de módulos?,,
err_module_name,"Por favor, indique el nombre del módulo",,
err_module_len,La longitud del nombre de módulo debe ser mayor que 4,,
err_module_exist,Nombre del módulo ya está existió,,
module_search,Buscar Nombre del módulo,,
success_module_edit,Módulo se ha actualizado correctamente.,,
success_module_add,Módulo ha sido agregado con éxito.,,
module_edit,Editar módulo,,
success_module_delete,Módulo se ha eliminado correctamente.,,
approval_yes_all_message,¿Seguro que quiere eliminar?,,
err_user_phone_exist,Teléfono ya está existía en el sistema.,,
paid_history_edit,el historial de edición de transacciones,,
paid_prd_add,Añadir el artículo pagado,,
delete_system_user_label,Eliminar usuario del sistema?,,
system_user_delete_confirm_message,Está seguro que desea eliminar este usuario del sistema?,,
loc_ordering,Ordenando,,
record_not_found,"10001 ## Lo sentimos, pero no encontró el registro.",,
no_record_pagination,"10002 ## Lo sentimos, pero no más registro en el sistema.",,
offline_paid_module,Los artículos pagados fuera de línea,,
offline_paid_prd_info,Fuera de línea de pago Información Artículos,,
offline_paid_edit,Editar Desconectado artículo pagado,,
offline_setting,Ajuste desconectado,,
offline_label,[Opción 4]: El pago Con Desconectado,,
offline_message,Mensaje,,
offline_enabled_label,Se habilita sin conexión?,,
prd_paid_info,Información del artículo pagado,,
offline_info,Información de pago en línea,,
offline_title_label,Desconectado Pago Título,,
offline_description_label,Desconectado Descripción del pago,,
offline_icon,Icono de pago fuera de línea,,
offline_search,Buscar Desconectado Pago,,
offline_add,Añadir Desconectado Pago,,
offline_edit,Editar Desconectado Pago,,
success_offline_edit,Desconectado pago se ha actualizado correctamente,,
success_offline_add,Desconectado pago se ha añadido con éxito,,
success_offline_delete,Desconectado pago se ha eliminado correctamente,,
err_offline_name,"Por favor, indique el título pago fuera de línea",,
err_offline_len,La longitud del título de pago fuera de línea debe ser mayor que 4,,
err_offline_exist,Desconectado Título Paymen ya existía en el sistema,,
delete_offline_label,Eliminar el pago fuera de línea?,,
offline_delete_confirm_message,¿Desea eliminar todo el pago fuera de línea?,,
offline_yes_all_label,si,,
offline_no_only_label,Cancelar,,
offline_payment,Métodos de pago fuera de línea,,
offline_paid_module,Los artículos pagados fuera de línea,,
img_configuration,Configuración de la imagen,,
land_width_label,paisaje Ancho,,
potrait_height_label,potrait Altura,,
square_label,Altura cuadrada,,
err_lat,Sírvanse proporcionar Latitud,,
err_lng,Sírvanse proporcionar Longitud,,
err_lat_lng,Su latitud y longitud no debe ser 0.0,,
offline_yes_all_message,¿Desea eliminar todo el pago fuera de línea?,,
email_verification_enabled,"Correo electrónico de verificación Habilitado? (Si este ajuste está activado ""cuando registro de usuario mediante el uso de correo electrónico que enviará el código de verificación de usuario de correo electrónico registrada.)""",,
user_auto_approved,Se ha creado su nueva cuenta de usuario. Bienvenido a Flutter Buy & Sell.,,
user_not_able_delete,"Lo sentimos, la cuenta del sistema es por lo que no es capaz de desactivar.",,
delete_allow_user_label,Eliminar mascotas usuario?,,
allow_user_delete_confirm_message,¿Quieres eliminar todos los usuarios permitidos?,,
allowed_module_lang,Los usuarios autorizados,,
itm_promote_alert,Importante: Este artículo está bajo promoción ahora así que por favor asegúrese de desactivar la acción.,,
success_block,El usuario ha sido bloqueado con éxito.,,
success_unblock,El usuario ha sido desbloqueado con éxito.,,
no_user_unblock,No es posible desbloquear el usuario.,,
unable_to_report,"No puede informar del tema, ya que es su propio elemento.",,
success_logout,El usuario ha sido exitosamente cierre de sesión.,,
deeplink_section,Profunda tramo que une,,
dyn_link_key_label,clave de enlace dinámico,,
dyn_link_url_label,URL de enlace dinámico,,
dyn_link_package_name_label,Dinámica de enlace nombre del paquete,,
dyn_link_domain_label,dominio de enlace dinámico,,
dyn_link_deep_url_label,url enlaces profundos,,
prd_dynamic_link_label,Producto Dynamic Link,,
already_report,Usted ya ha informado a este artículo.,,
lat_invlaid,"La latitud debe estar entre -90 y 90 grados, ambos inclusive.",,
lng_invlaid,La longitud debe ser de entre -180 y 180 grados inclusive.,,
paystack_setting,Ajuste Paystack,,
paystack_label,[Opción 5]: El pago con Paystack,,
paystack_key_label,Paystack clave,,
paystack_enabled_label,Está habilitado Paystack?,,
btn_duplicate,Duplicar,,
success_prd_duplicate_add,Duplicar elemento se ha añadido con éxito,,
dyn_link_package_name_ios,Dinámica que une el nombre del paquete IOS,,
dyn_link_ios_appstore_id,Enlazado dinámico IOS AppStore Id,,
purchase_add,Añadir en el Apéndice de Producto,,
in_app_purchase_info,En Información de aplicaciones compradas,,
app_purchase_product_id_label,En la aplicación comprada ID de producto (promoción de artículos),,
purchase_description_label,Descripción,,
purchase_type_label,Tipo (Promoción del elemento),,
err_purchase_description,Por favor proporcionar la descripción,,
success_purchase_edit,En la aplicación de adquirir ha sido actualizado correctamente.,,
delete_purchase_label,Eliminar en la aplicación comprado?,,
purchase_yes_all_message,¿Quieres eliminar In App comprado?,,
success_purchase_delete,En la aplicación de adquirir ha sido eliminado correctamente.,,
in_app_purchased_setting,En la aplicación Configuración comprada,,
purchase_key_label,Usted leva hace el pago con de aplicación comprado,,
purchase_enabled_label,Compra está habilitado?,,
in_app_purchases,En la aplicación compradas,,
data_delection_module,Eliminación de datos de usuario,,
data_delete_info,Datos del usuario Información de Supresión,,
is_show_email,Ver el email,,
is_show_phone,Mostrar teléfono,,
data_delete_info,Identidad Datos política de eliminación,,
success_data_deletion_add,Datos política de eliminación se ha añadido con éxito.,,
success_data_deletion_edit,Datos política de eliminación se ha actualizado correctamente.,,
data_deletion_module,Política de eliminación de datos,,
data_deletion_policy_url,Datos política de eliminación de URL,,
privacy_policy_url,Privacidad Política de URL,,
Privacy_policies,Políticas de privacidad,,
Data_deletions_policies,Políticas de eliminación de datos,,
location_townships,los municipios loction,,
location_township_add,Agregar ubicación Township,,
township_name,Nombre del municipio,,
item_location_module,Situación Ciudades,,
is_default,Defecto,,
Prd_search_location_township,Seleccione el ítem Ubicación Township,,
itm_select_location_township,Seleccione el ítem Ubicación Township,,
location_township_name,Nombre del municipio,,
township_edit,Editar Township,,
township_search,Buscar Township,,
is_sub_location,"En sub Ubicación? (Si este ajuste está en ""On"" cuando el usuario abre la aplicación de la necesidad del usuario para elegir la ubicación secundaria (municipio) en la ubicación (ciudad))",,
followed_you,seguirte.,,
bought_your_item,compró su artículo,,
you_bought,Tú compraste,,
err_user_bought,"Lo sentimos, hay un problema cuando el usuario compró clic.",,
success_user_bought,Usuario comprado ha hecho click éxito.,,
thumbnail_generators_lng,Generador de miniaturas,,
btn_create_thumbnail,Thumbnail (1x2x3x) generador,,
thumb_1x_label,Thumbnail 1x tamaño de imagen,,
thumb_2x_label,Thumbnail 2x tamaño de imagen,,
thumb_3x_label,Thumbnail Tamaño de imagen 3x,,
image_lists_lng,Listas de imágenes,,
img_name,Nombre de la imágen,,
success_img_create,"Thumbnail 2x, 3x ha sido creado con éxito.",,
img_not_exist,La imagen no ha existido en carpeta de carga.,,
select_location_label,Seleccione la ubicación,,
delete_offline_item_label,Eliminar artículo fuera de línea?,,
offline_item_delete_message_label,¿Está seguro de eliminar el artículo fuera de línea?,,
blue_mark,Marca azul,,
blue_mark_verified,Mark azul verificado,,
blue_mark_applied,Marca azul aplicada,,
blue_mark_rejected,Marca azul rechazada,,
verify_blue_mark_noti_approve,"Felicitaciones, el administrador aprobó su marca azul.",,
verify_blue_mark_noti_reject,"Lo sentimos, el administrador rechazó tu marca azul. Puedes intentarlo de nuevo.",,
verify_email_not_send_user,No logran enviar verificar el correo electrónico a,,
del_photo,¿Eliminar Imagen?,,
upload_video,Subir video,,
del_video,Eliminar video?,,
del_video_confirm,¿Estás seguro de borrar el video?,,
success_video_delete,El video ha sido borrado con éxito.,,
success_video_icon_delete,El icono de video se ha eliminado con éxito.,,
apply_success,"Se ha aplicado marca azul. Por favor, espere una aprobación de administrador.",,
blue_mark_pending,"Actualmente, no puede aplicar la marca azul porque está pendiente. Entonces, por favor espere una aprobación de administrador.",,
already_blue_mark,Ya tienes la marca azul.,,
note,Nota,,
user_social_info_override,"¿Información social del usuario anular? Si se verifican, la información social del usuario se haría sobrevalorada cuando inicie sesión con (Google, Facebook, teléfono y Apple, etc.)",,
recommended_size_img,Tamaño recomendado: 400 x 200,,
recommended_size_icon,Tamaño recomendado: 200 x 200,,
applied_date_label,Fecha aplicada (DD / MM / YYAY),,
pending,Pendiente,,
verified,Verificado,,
rejected,Rechazado,,
all,Todos,,
blue_mark_users_label,Verifique los usuarios de marcas azules,,
app_token_label,Token de la aplicación (para la foto de perfil de Facebook),,
already_sold_out,El artículo ya se ha agotado y no puede hacer la oferta.,,
city_id_required,Por favor seleccione la identificación de la ciudad.,,
err_township_name,"Por favor, proporcione el nombre del municipio.",,
err_township_len,La longitud del nombre del municipio debe ser mayor que 4.,,
success_township_add,El municipio se ha añadido con éxito.,,
success_township_edit,El municipio ha sido actualizado con éxito.,,
deeplink_generator_label,Generador de descenso,,
btn_deeplink_generator,Generar deepplink,,
success_deeplink_generate,Deegullink se ha generado con éxito.,,
cannot_chat,Loading...,,
topics_fe_label,Loading...,,
topics_label,Loading...,,
go_to_be_setting_label,Loading...,,
deeplink_note_label,Loading...,,
err_price,Por favor proporcione PIRCE.,,
price_cannot_zero,El precio no puede ser cero.,,
is_thumb2x_3x_generate,"Thumbnail 2x, 3x Configuración en? (Si esta configuración está ""encendida"" cuando carga la imagen, generará Thumbnail2x y Thumbnail3x automáticamente.)",,
thumb_generator_text_label,Generará las imágenes de las miniaturas para cada artículo. Tenga en cuenta que este proceso se tomará a veces en función de sus datos,,
thumb2x_3x_settting_off,"Crear thumbnail2x, la configuración 3x está apagada.",,
create_thumb2x_folder,"La carpeta Thumbnail2x no existe, por favor cree primero. O puede desactivar Crear thumb2x, ajuste 3x.",,
create_thumb3x_folder,"La carpeta ThumbNail3x no existe, cree primero. O puede desactivar Crear thumb2x, ajuste 3x.",,
thumb2x_already_existed,La imagen ya existe en la carpeta Thumbnail2x.,,
thumb3x_already_existed,La imagen ya existe en la carpeta Thumbnail3x.,,
err_currency_symbol,"Por favor, proporcione símbolo de moneda.",,
err_description,Proporcione una descripción del artículo,,
pkg_add,Agregar paquete,,
pkg_search,Buscar paquete,,
pkg_edit,Editar paquete,,
success_pkg_edit,El paquete se ha actualizado correctamente.,,
success_pkg_add,El paquete se ha agregado correctamente.,,
success_pkg_delete,El paquete se ha eliminado correctamente.,,
title,Título,,
pkg_info,Información del paquete,,
post_count,Recuento de entradas,,
pkg_select_currency,Seleccione la moneda del paquete,,
err_pkg_title,Proporcione el título del paquete,,
err_pkg_price,Indique el precio del paquete,,
err_pkg_currency,Proporcione la moneda del paquete,,
err_pkg_post_count,"Por favor, proporcione el número de recuento de publicaciones.",,
err_pkg_exit,El nombre del paquete ya existe en el sistema,,
delete_pkg_label,Delete Package?,,
pkg_delete_confirm_message,¿Estás segura de eliminar este paquete?,,
pkg_yes_all_label,Si todo,,
pkg_no_only_label,Solo paquete,,
err_pkg_bought,Lo siento,,
success_pkg_bought,Paquete comprado insertado correctamente.,,
is_paid_app,"¿Aplicación de pago activada? (Si esta configuración está ""Activada"", esta aplicación es una publicación de anuncios de usuario limitada)",,
package_module,Paquetes,,
is_subcat_subscription,"¿Suscripción de subcategoría activada? (Si esta configuración está ""Activada"", el usuario debe poder suscribirse a las subcategorías).",,
err_subcat_subscibe_save,Lo siento,,
err_subcat_subscibe_delete,Lo siento,,
success_subcat_subscribe,Suscripción de subcategoría de éxito,,
verify_blue_mark,Marca azul verificada,,
rating_view,Ver calificación de usuario,,
csv_export,Exportación CSV,,
Item_reports,Artículos reportados,,
report_search,Buscar elemento denunciado,,
rating_search,Usuario de calificación de búsqueda,,
demo_login,Iniciar sesión con una cuenta demo,,
approve_item,Aprobar artículo,,
disable_item,Deshabilitar artículo,,
reject_item,Rechazar artículo,,
receive_rating_from,Recibir calificación de,,
discount_rate_by_percentage,Tasa de descuento por porcentaje,,
item_upload_config,Configuraciones de carga de elementos,,
success_item_config_edit,La configuración de carga de elementos se ha actualizado correctamente,,
success_item_config_add,La configuración de carga de elementos se ha agregado con éxito,,
item_config_label,Información de configuración de carga de elementos,,
item_type,Tipo de artículo,,
price_type,Tipo de precio,,
deal_option_remark,Comentario de opción de trato,,
System_users,Usuarios del sistema,,
Registered_users,Usuarios registradas,,
item_location,Ubicación del artículo,,
item_location_township,Artículo Ubicación Municipio,,
Item_currency,Moneda del artículo,,
App_settings,Ajustes de Aplicacion,,
Backend_configs,Configuraciones de back-end,,
is_block_user,"¿Función de bloqueo activada? (Si esta configuración está ""activada"", el usuario puede bloquear a otros usuarios no deseados para que no vean su publicación de anuncios).",,
err_image,Por favor complete cargar foto,,
err_video,Por favor complete cargar video,,
err_video_icon,"Por favor, rellene el icono de subida de vídeo",,
item_video,Carga de video del elemento,,
item_video_icon,Carga de video del elemento,,
item_loc_config,Configuración de la ubicación del elemento,,
err_brand,Proporcione el nombre de la marca del artículo,,
err_address,Proporcione la dirección,,
err_deal_option,Proporcione la opción de oferta,,
err_deal_option_remark,Proporcione un comentario sobre la opción de oferta,,
err_highlight_info,Proporcione información resaltada,,
Item_price,Precio del articulo,,
err_item_price_type,Proporcione el tipo de precio del artículo,,
err_item_type,Proporcione el tipo de artículo,,
err_condition_of_item,Proporcione una condición del artículo,,
open,abierto,,
in_progress,en curso,,
close,cerca,,
demo_data_delete,Eliminación de datos de demostración,,
demo_data_delete_note_label,Nota: Se eliminarán todos los registros de 'usuarios' excepto la cuenta de administrador.,,
success_demo_data_delete,Los datos de demostración se han eliminado correctamente.,,
btn_submit,Entregar,,
admin_pwd_label,Ingrese la contraseña de administrador,,
delete_demo_data,¿Estás segura de eliminar todos los datos de demostración?,,
admin_confirm,Ingrese su contraseña de administrador a continuación para confirmar estas eliminaciones de datos de demostración.,,
err_blank_pwd,Por favor complete la contraseña de administrador,,
err_pwd_invalid,¡Su contraseña es inválida!,,
no_messages,No hay mensajes recientes,,
no_items,No hay elementos agregados recientemente,,
no_users,No hay usuarios agregados recientemente,,
img_all_delete,Todas las imágenes relacionadas serán eliminadas.,,
images,Imágenes,,
no_need_bought,"No es necesario comprar publicaciones de anuncios, usted es un usuario del sistema.",,
need_user_bought,Este artículo ha sido necesario para comprar por el usuario en primer lugar.,,
need_accept_offer,Este artículo ha sido necesario para aceptar la oferta primero.,,
need_make_offer,Este artículo ha sido necesario para hacer una oferta primero.,,
already_make_offer,Este artículo ya está hecho una oferta.,,
already_reject_offer,Este artículo ya ha sido rechazado la oferta.,,
already_rejected,Este artículo ya ha sido rechazado la oferta.,,
adpost_history_search,Historial de transacciones de publicación de anuncios de búsqueda,,
ad_post_transactions_module,Historial de transacciones de publicación de anuncios,,
package_name,Nombre del paquete,,
buy_ad_post_transactions,Historial de transacciones de publicación de anuncios,,
adpost_history_view,Ver historial de transacciones de publicación de anuncios,,
cannot_default,"Lo sentimos, no es posible cancelar la configuración predeterminada.",,
cannot_unpublish,"Lo sentimos, no es posible anular la publicación en la moneda predeterminada.",,
new_item_upload_label,Nuevo artículo subido bajo,,
csv_upload_instruction_city,"Siga los pasos a continuación: <br>
1. Luego prepárese como formato CSV. <a href=""https://drive.google.com/file/d/1g3T6H2cdZsGS0UlHji6_BkP_JIa1YBCy/view?usp=sharing"" target=""_blank""> archivo csv de muestra aquí </a> <br>
2. Puede usar Google Sheet para crear y exportar como separador de coma.",,
pls_upload_csv,Cargue un archivo CSV.,,
something_wrong_upload,Algo mal sube el archivo,,
err_paid_adpost_history,¡Lo siento! Por favor verifique la información de pago.,,
total_city,Ciudad de ubicación total:,,
success_total_city,Ciudad de ubicación exitosa:,,
fail_total_city,Ciudad de ubicación fallida:,,
total_township,Municipio de ubicación total:,,
success_total_township,Municipio de ubicación exitosa:,,
fail_total_township,Municipio de ubicación fallida:,,
beacause_db_err,por un error en la base de datos.,,
because_miss_city,debido a la ciudad de ubicación faltante,,
because_miss_township,debido a que falta el municipio de ubicación,,
csv_upload_instruction_township,"Siga los pasos a continuación: <br>
1. Luego prepárese como formato CSV. <a href=""https://drive.google.com/file/d/1hkLZUDt4pxIqtfPE9k5rhzf4rhK6VJit/view?usp=sharing"" target=""_blank""> archivo csv de muestra aquí </a> <br>
2. Puede usar Google Sheet para crear y exportar como separador de coma.<br>
Nota: Primero se debe agregar el nombre de la ciudad que se usará en el archivo CSV del municipio de ubicación.",,
because_noexit_city,el nombre de la ciudad no existe en el sistema,,
item_locations,Ciudad de ubicación del artículo,,
city_existed,ya existía en el sistema.,,
township_existed,ya existía en el sistema.,,
success_generate_sitemap,El mapa del sitio se ha generado con éxito.,,
sitemap_generator,Generador de mapa del sitio,,
sitemap_generators,Generador de mapa del sitio,,
sitemap_generator_label,Generador de mapa del sitio,,
btn_create_sitemap,Generar mapa del sitio,,
err_generate_sitemap,Los sitemaps no generan algunos errores.,,
sitemap_generate_desc,Generará los archivos XML del mapa del sitio. Tenga en cuenta que este proceso tomará algunas cosas en función de sus datos.,,
sitemap_url_here,Archivo de mapa del sitio aquí:,,
sitemap_info,Su sitemap xml ha sido generado en,,
copy_sitemap_to_fe,Copie el archivo del mapa del sitio a la interfaz,,
total_cat,Categoría total:,,
success_cat,Categoría exitosa:,,
fail_cat,Categoría fallida:,,
miss_cat_name,porque falta el nombre de la categoría,,
miss_cat_img,debido a que falta la imagen de la categoría en la carpeta 'cargas'.,,
miss_cat_icon,debido al ícono de categoría que falta en la carpeta 'cargas'.,,
total_subcat,Subcategoría total:,,
success_subcat,Subcategoría exitosa:,,
fail_subcat,Subcategoría fallida:,,
miss_subcat_name,porque falta el nombre de la subcategoría,,
miss_subcat_img,debido a que falta una imagen de subcategoría en la carpeta 'cargas'.,,
miss_subcat_icon,debido al ícono de subcategoría faltante en la carpeta 'cargas'.,,
not_exist_cat,el nombre de la categoría no ha existido en el sistema.,,
db_err,por un error en la base de datos.,,
already_existed,ya existio.,,
csv_upload_instruction_cat,"Siga los pasos a continuación:<br>
1. Cargue imágenes en la carpeta de carga manualmente a través de FTP.<br>
2. Luego, prepárelo como el formato CSV. <a href=""https://drive.google.com/file/d/1Qt-fnaTullQo6tOumLGwoZIB34b-TlW3/view?usp=sharing"" target=""_blank"">Archivo de muestra aquí</a><br>
3. Puede usar Google Sheet para crear y exportar como separador de coma.",,
csv_upload_instruction_subcat,"Siga los pasos a continuación:<br>
1. Cargue imágenes en la carpeta de carga manualmente a través de FTP.<br>
2. Luego, prepárelo como el formato CSV. <a href=""https://drive.google.com/file/d/1SZpLcLjRXEYZCym5aQJHs5Par0_qvrDr/view?usp=sharing"" target=""_blank"">Archivo de muestra aquí</a><br>
3. Puede usar Google Sheet para crear y exportar como separador de coma.<br>
<b>Nota: Primero se debe agregar el nombre de la categoría que se usará en el archivo CSV de la subcategoría.</b>",,
unauthorize_item_edit,No tiene permiso para actualizar un artículo porque no es su artículo.,,
not_enought_post_count,No hay suficientes publicaciones.,,
record_not_found,10001#Lo siento,,
record_no_pagination,"10001#Lo siento, no hay más registros en el sistema.",,
offer_rejected,¡Oferta rechazada!,,
make_offer,¡Hacer oferta!,,
offer_accepted,¡Oferta aceptada!,,
image,¡Imagen!,,
about_app,Acerca de la aplicación,,
api_setting,Configuración de la API,,
app_setting,Configuración de la aplicación,,
fail_push_devices,No se pueden enviar todos los dispositivos Android e IOS.,,
fail_push_websites,No se pueden enviar todos los sitios web.,,
push_noti_module,Notificación de inserción,,
app_version,Versión,,
err_title,Proporcione el título.,,
err_title_len,La longitud del título debe ser mayor a 4.,,
remove_label,Eliminar,,
all_label,Todos,,
approved_label,Aprobado,,
reject_label,Rechazar,,
err_icon,"Por favor, rellene el icono de carga.",,
start_upload,Iniciar la subida,,
cancel_upload,Cancelar carga,,
add_files,Agregar archivos,,
btn_update,Actualizar,,
err,Error,,
btn_start,Comienzo,,
btn_close,Cerrar,,
category,Categoría,,
added,Agregado,,
disable_label,Desactivar,,
waiting_approval_label,A la espera de la aprobación,,
count,Contar,,
demo_dummy_refresh_hour,"Tenga en cuenta que el backend es un modo de demostración, por lo que todos esos datos ficticios se actualizarán cada hora.",,
sys_err_occur,"Se produjo un error del sistema. Por favor, póngase en contacto con el administrador del sistema.",,
registered_user,usuario registrado,,
generate_thumbnail_label,Generará las imágenes en miniatura para cada elemento. Tenga en cuenta que este proceso llevará algún tiempo en función de sus datos.,,
max_img_upload_of_item,Carga máxima de imágenes del artículo,,
err_max_img_blank_save,Proporcione la carga máxima de imágenes del elemento.,,
err_max_img_zero_save,La carga máxima de imágenes del artículo no puede ser cero.,,
err_max_img_upload,La imagen del artículo es máxima.,,
price_format,Formato de precio,,
price_format_desc,"Debe cambiar según el formato que necesite (p. ej., "",##0,00"" => 2555,00, ""##0,00"" => 2555,00,"".00"" => 2555,00, "",##0"" => 2555, "",##0.0"" => 2,555.0)",,
date_format,Formato de fecha,,
google_playstore_url,URL de la tienda de Google Play,,
apple_appstore_url,URL de la tienda de aplicaciones de Apple,,
ios_appstore_id,IOS App Store ID,,
default_order_time,Tiempo de pedido predeterminado (minutos),,
fb_key,Clave de facebook,,
is_show_token_id,"¿Identificación de token activada? (Si esta configuración está ""activada"", el usuario puede ver la identificación del token en la configuración de notificación).",,
is_show_subcategory,"¿Subcategoría activada? (Si esta configuración está ""Activada"", la subcategoría se puede usar en la aplicación).",,
is_use_thumbnail_as_placeholder,"Usar miniatura como ajuste de marcador de posición ¿Activado? (Si esta configuración está ""Activada"", cargará primero la imagen en miniatura y luego cargará la imagen completa. O si esta configuración está ""Desactivada"", cargará la imagen completa directamente y para la imagen de marcador de posición utilizará la imagen de marcador de posición predeterminada).",,
admob_section,Configuración de AdMob,,
is_show_admob,"AdMob Setting On? (If this setting is ""On"", the application will display ads.)",,
lang_section,Configuración de idioma,,
default_language,Idioma predeterminado,,
exclude_language,Idiomas Disponibles,,
exclude_lang_desc,"(Si el idioma está ""Activado"", el usuario puede usar este idioma en la aplicación).",,
default_currency_section,Configuración de moneda predeterminada,,
default_razor_currency,Moneda Razor predeterminada,,
is_razor_support_multi_currency,"Razor ¿Soporte multidivisa activado? (Si esta configuración está ""activada"", puede aceptar el pago de la maquinilla de afeitar en varias monedas en la aplicación).",,
default_flutter_wave_currency,Moneda predeterminada de Flutterwave,,
login_section,Configuración de inicio de sesión,,
show_facebook_login,"Inicio de sesión de Facebook ¿Encendido? (Si esta configuración está ""Activada"", los usuarios pueden iniciar sesión con Facebook).",,
show_google_login,"Inicio de sesión de Google activado? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con Google).",,
show_phone_login,"¿Iniciar sesión en el teléfono? (Si esta configuración está ""activada"", los usuarios pueden iniciar sesión con un número de teléfono).",,
show_main_menu,"¿Menú principal activado? (Si esta configuración está ""Activada"", el usuario puede ver la pestaña ""Menú principal"" en cada tienda).",,
show_special_collections,"¿Colecciones especiales activadas? (Si esta configuración está ""activada"", el usuario puede ver la pestaña ""Ofertas especiales"" en cada tienda).",,
show_featured_items,"¿Artículos destacados activados? (Si esta configuración está ""Activada"", el usuario puede ver los ""Artículos destacados"" en cada tienda).",,
show_best_choice_slider,"Control deslizante Mejor elección activado? (Si esta configuración está ""activada"" cuando el usuario abre la aplicación, el usuario puede ver las mejores colecciones de opciones con la vista deslizante).",,
default_loading_limit,Límite de carga predeterminado,,
category_loading_limit,Categoría Límite de carga,,
recent_item_loading_limit,Límite de carga reciente,,
popular_item_loading_limit,Artículo popular Límite de carga,,
discount_item_loading_limit,Artículo de descuento Límite de carga,,
feature_item_loading_limit,Límite de carga del elemento de la función,,
block_slider_loading_limit,Bloquear el límite de carga del control deslizante,,
follower_item_loading_limit,Límite de carga del artículo de seguidor,,
default_limit_section,Configuración de límite predeterminado,,
block_item_loading_limit,Límite de carga del elemento de bloque,,
date_format_desc,"DD para el día, MM para el mes, Yyyy para el año, HH por la hora, mm por minuto, SS para el segundo (por ejemplo, DD-MM-YYYY HH: MM: SS)",,
app_config_info_lable,Información de configuración móvil,,
loc_section,Configuración de ubicación,,
success_mobile_edit,La configuración móvil se ha actualizado correctamente.,,
success_mobile_add,La configuración móvil se ha agregado correctamente.,,
err_default_lang,"Por favor, proporcione el idioma predeterminado.",,
err_default_loading_limit_zero,El límite de carga predeterminado no puede ser cero.,,
err_default_loading_limit,"Por favor, proporcione el límite de carga predeterminado.",,
err_category_loading_limit,"Por favor, proporcione el límite de carga de categoría",,
err_category_loading_limit_zero,El límite de carga de la categoría no puede ser cero.,,
err_collection_product_loading_limit,"Por favor, proporcione el límite de carga del producto de recogida.",,
err_collection_product_loading_limit_zero,El límite de carga del producto de colección no puede ser cero.,,
err_discount_product_loading_limit,"Por favor, proporcione el límite de carga de productos de descuento.",,
err_discount_product_loading_limit_zero,El límite de carga del producto de descuento no puede ser cero.,,
err_feature_product_loading_limit,"Por favor, proporcione el límite de carga de productos destacados.",,
err_feature_product_loading_limit_zero,El límite de carga de productos destacados no puede ser cero.,,
err_latest_product_loading_limit,"Por favor, proporcione el último límite de carga del producto.",,
err_latest_product_loading_limit_zero,El último límite de carga del producto no puede ser cero.,,
err_shop_loading_limit,"Por favor, proporcione el límite de carga de la tienda.",,
err_shop_loading_limit_zero,El límite de carga de la tienda no puede ser cero.,,
err_trending_product_loading_limit,"Por favor, proporcione el límite de carga de productos de tendencia.",,
err_trending_product_loading_limit_zero,El límite de carga de productos de tendencia no puede ser cero.,,
err_default_order_time,"Por favor, proporcione el tiempo de pedido predeterminado.",,
err_default_order_time_zero,El tiempo de pedido predeterminado (minutos) no puede ser cero.,,
err_google_playstore_url,"Por favor, proporcione la URL de Google Play Store.",,
err_apple_appstore_url,"Por favor, proporcione la URL de la tienda de aplicaciones de Apple.",,
err_ios_appstore_id,"Por favor, proporcione un ID de la App Store ID.",,
err_price_format,"Por favor, proporcione el formato de precio.",,
err_date_format,"Por favor, proporcione el formato de fecha.",,
err_fb_key,"Por favor, proporcione una clave de Facebook.",,
default_lang_select,Seleccione Idioma predeterminado,,
mobile_configs,Configuración móvil,,
frontend_configs,Configuración frontend,,
faq_pages_label,Preguntas frecuentes Páginas,,
terms_and_conditions_label,Términos y condiciones,,
is_use_googlemap,Usa Google Map ON?,,
