key,valeur
itm_promote_alert,Important: cet article est actuellement en promotion veuillez donc vous assurer de désactiver l'action.
user_not_able_delete,"Désolé, ce compte est du système de sorte qu'il ne peut pas désactiver."
err_user_register,"Désolé, il y a le problème pour l'enregistrement des utilisateurs."
err_user_not_exist,Votre compte n'est pas existé dans le système.
err_user_email_blank,S'il vous plaît fournir email
err_user_email_invalid,Votre email est invalide
success_block,L'utilisateur a été bloqué avec succès.
success_unblock,L'utilisateur a été débloquée avec succès.
no_user_unblock,Impossible de débloquer l'utilisateur.
unable_to_report,Impossible de signaler l'élément parce qu'il est votre propre article.
success_logout,Impossible de signaler l'élément parce qu'il est votre propre article.
deeplink_section,Section des liens profonds
dyn_link_key_label,Clé de lien dynamique
dyn_link_url_label,URL de lien dynamique
dyn_link_package_name_label,Nom du package de liaison dynamique
dyn_link_domain_label,Domaine de liaison dynamique
dyn_link_deep_url_label,URL de lien profond
prd_dynamic_link_label,Lien dynamique du produit
already_report,Vous avez déjà signalé à ce point.
lat_invlaid,La latitude doit être compris entre -90 et 90 degrés inclus.
lng_invlaid,Longitude doit être comprise entre -180 et 180 degrés inclus.
paystack_setting,Réglage Paystack
paystack_label,[Option 5]: Paiement avec Paystack
paystack_key_label,Paystack clé
paystack_enabled_label,Paystack est activé?
btn_duplicate,Dupliquer
success_prd_duplicate_add,L'élément en double a été ajouté avec succès
dyn_link_package_name_ios,Dynamique en liant le nom de package IOS
dyn_link_ios_appstore_id,Dynamic Linking IOS Id AppStore
purchase_add,Ajouter dans App Achetée
in_app_purchase_info,App Informations achetés
app_purchase_product_id_label,Dans l'application achetée par un produit (promotion d'articles)
purchase_description_label,La description
purchase_type_label,Type (promotion des articles)
err_purchase_description,S'il vous plaît fournir une description
success_purchase_edit,App a été mis à jour Achetée avec succès.
delete_purchase_label,Supprimer dans App Achetée?
purchase_yes_all_message,Voulez-vous supprimer dans App
success_purchase_delete,En application achetée a été supprimé avec succès.
in_app_purchased_setting,App Réglage Acheté
purchase_key_label,Vous pouvez effectuer le paiement avec en application achetée
purchase_enabled_label,Est-achat activé?
in_app_purchases,Dans App Achetée
data_delection_module,Suppression des données utilisateur
data_delete_info,Informations Suppression des données utilisateur
is_show_email,Afficher Email
is_show_phone,Afficher téléphone
data_delete_info,Suppression des données d'information politique
success_data_deletion_add,Politique de suppression des données a été ajouté avec succès.
success_data_deletion_edit,Politique de suppression des données a été mise à jour.
data_deletion_module,Politique de données Suppression
data_deletion_policy_url,Données Suppression URL Politique
privacy_policy_url,Politique de confidentialité URL
Data_deletions_policies,Les politiques de confidentialité
Privacy_policies,Politiques de suppression des données
location_townships,Cantons de loction
location_township_add,Ajouter un emplacement Township
township_name,Township Nom
item_location_module,Lieu de poste
is_default,Défaut
Prd_search_location_township,Sélectionner l'article Township Lieu
itm_select_location_township,Sélectionner l'article Township Lieu
location_township_name,Township Nom
township_edit,Modifier Township
township_search,Recherche canton
is_sub_location,Sous Situation Sur? (Si ce paramètre est « Activé » lorsque l'utilisateur ouvre l'application du besoin de l'utilisateur de choisir l'emplacement sous (canton) sous le lieu (ville))
followed_you,je t'ai suivi
bought_your_item,acheté_your_Item
you_bought,tu as acheté
err_user_bought,"Désolé, il y a un problème lorsque l'utilisateur a acheté un clic."
success_user_bought,L'utilisateur acheté a été cliqué avec succès.
thumbnail_generators_lng,Générateur de vignettes
btn_create_thumbnail,Thumbnail (1x2x3x) générateur
thumb_1x_label,Taille de la vignette 1x image
thumb_2x_label,Taille d'image 2x Thumbnail 2x
thumb_3x_label,Taille d'image 3x Thumbnail 3x
image_lists_lng,Listes d'images
img_name,Nom d'image
success_img_create,"Thumbnail 2x, 3x a été créé avec succès."
img_not_exist,L'image n'a pas existé dans le dossier de téléchargement.
select_location_label,Sélectionnez l'emplacement
delete_offline_item_label,Supprimer l'élément hors ligne?
offline_item_delete_message_label,Êtes-vous sûr de supprimer l'article hors ligne?
blue_mark,Marque bleue
blue_mark_verified,Mark bleu vérifié
blue_mark_applied,Blue Mark appliquée
blue_mark_rejected,Marque bleue rejetée
verify_blue_mark_noti_approve,"Félicitations, l'administrateur a approuvé votre marque bleue."
verify_blue_mark_noti_reject,"Désolé, l'administrateur a rejeté votre marque bleue. Vous pouvez essayer de postuler à nouveau."
verify_email_not_send_user,Omettre d'envoyer votre courrier électronique à
del_photo,Supprimer l'image?
upload_video,Télécharger une video
del_video,Supprimer la vidéo?
del_video_confirm,Êtes-vous sûr de supprimer la vidéo?
success_video_delete,La vidéo a été supprimée avec succès.
success_video_icon_delete,L'icône vidéo a été supprimée avec succès.
apply_success,La marque bleue a été appliquée. Veuillez attendre une approbation administrative.
blue_mark_pending,"Actuellement, vous ne pouvez pas appliquer Blue Mark parce que vous êtes en attente. Alors, veuillez patienter une approbation administrative."
already_blue_mark,Vous avez déjà la marque bleue.
note,Noter
user_social_info_override,"User Social Information Remplacer? Si coché, les informations sociales de l'utilisateur seront excessives lorsque vous vous connectez (Google, Facebook, téléphone et Apple, etc.)"
recommended_size_img,Tamaño recomendado: 400 x 200
recommended_size_icon,Tamaño recomendado: 200 x 200
applied_date_label,Date d'application (DD / MM / AAAA)
pending,En attente
verified,Vérifié
rejected,Rejeté
all,Tous
blue_mark_users_label,Vérifier les utilisateurs de marques bleues
app_token_label,Jeton d'application (pour la photo de profil Facebook)
already_sold_out,L'article a déjà été épuisé et vous ne pouvez pas faire une offre.
city_id_required,Veuillez sélectionner la ville ID.
err_township_name,Veuillez fournir le nom du canton.
err_township_len,La durée du nom du canton doit être supérieure à 4.
success_township_add,Le canton a été ajouté avec succès.
success_township_edit,Le canton a été mis à jour avec succès.
deeplink_generator_label,Générateur Deeplink
btn_deeplink_generator,Générer dueplink
success_deeplink_generate,Deeplink a été généré avec succès.
cannot_chat,Impossible de discuter avec cet utilisateur ou cet élément.
topics_fe_label,Sujets pour Frontend
topics_label,Sujets pour mobile
go_to_be_setting_label,Aller au cadre du backend
deeplink_note_label,"Remarque - La liaison dynamique de l'élément a été générée par ces paramètres ci-dessus. Si vous souhaitez régénérer avec un nouveau paramètre, veuillez modifier le paramètre ici:"
err_price,S'il vous plaît fournir un pirce.
price_cannot_zero,Le prix ne peut pas être zéro.
is_thumb2x_3x_generate,"Thumbnail 2x, 3x réglage sur? (Si ce paramètre est ""ON"" lorsque vous téléchargez l'image, il générera automatiquement la vignette et la vignette3).)"
thumb_generator_text_label,Il générera les images des vignettes pour chaque élément. Veuillez noter que ce processus prendra parfois basé sur vos données.
thumb2x_3x_settting_off,"Créez Thumbnail2X, le réglage 3x est éteint."
create_thumb2x_folder,"Le dossier Thumbnail2X n'existe pas, veuillez la créer d'abord. Ou vous pouvez désactiver créer Thumb2x, 3x réglage."
create_thumb3x_folder,"Le dossier Thumbnail3x n'existe pas, veuillez la créer d'abord. Ou vous pouvez désactiver créer Thumb2x, 3x réglage."
thumb2x_already_existed,L'image est déjà existée dans le dossier miniature2x.
thumb3x_already_existed,L'image existe déjà dans le dossier Thumbnail3x.
err_currency_symbol,S'il vous plaît fournir un symbole monétaire.
err_description,Veuillez fournir une description de l'article
pkg_add,Ajouter un package
pkg_search,Forfait de recherche
pkg_edit,Modifier le package
success_pkg_edit,Le package a été mis à jour avec succès.
success_pkg_add,Le paquet a été ajouté avec succès.
success_pkg_delete,Le paquet a été supprimé avec succès.
title,Titre
pkg_info,Informations sur le paquet
post_count,Nombre de messages
pkg_select_currency,Sélectionnez la devise du package
err_pkg_title,Veuillez fournir le titre du package
err_pkg_price,Veuillez fournir le prix du forfait
err_pkg_post_count,Veuillez fournir le nombre de messages
err_pkg_exit,Le nom du package existe déjà dans le système
delete_pkg_label,Supprimer le paquet ?
pkg_delete_confirm_message,Êtes-vous sûr de supprimer ce package ?
pkg_yes_all_label,Oui tout
pkg_no_only_label,Paquet seul
err_pkg_bought,Pardon
success_pkg_bought,Paquet acheté avec succès inséré.
is_paid_app,"Application payante activée ? (Si ce paramètre est ""Activé"", cette application est limitée à la publication d'annonces utilisateur)"
package_module,Paquets
is_subcat_subscription,"Abonnement à la sous-catégorie activé ? (Si ce paramètre est sur ""On"", l'utilisateur doit pouvoir s'abonner aux sous-catégories.)"
err_subcat_subscibe_save,Pardon
err_subcat_subscibe_delete,Pardon
success_subcat_subscribe,Abonnement à la sous-catégorie de réussite.
verify_blue_mark,Marque bleue vérifiée
rating_view,Afficher l'évaluation de l'utilisateur
csv_export,Exportation CSV
Item_reports,Éléments signalés
report_search,Rechercher un article signalé
rating_search,Rechercher un utilisateur d'évaluation
demo_login,Connectez-vous avec un compte démo
approve_item,Approuver l'élément
disable_item,Désactiver l'élément
reject_item,Refuser l'article
receive_rating_from,Recevoir une note de
discount_rate_by_percentage,Taux d'actualisation par pourcentage
item_upload_config,Configurations de téléchargement d'articles
success_item_config_edit,La configuration de téléchargement d'articles a été mise à jour avec succès
success_item_config_add,La configuration de téléchargement d'articles a été ajoutée avec succès
item_config_label,Informations de configuration de téléchargement d'article
item_type,Type d'élément
price_type,Type de prix
deal_option_remark,Remarque sur l'option de transaction
System_users,Utilisateurs du système
Registered_users,Utilisateurs enregistrés
item_location,Emplacement de l'article
item_location_township,Localisation de l'article
Item_currency,Devise de l'article
App_settings,Paramètres de l'application
Backend_configs,Configurations back-end
is_block_user,"Fonction de blocage activée ? (Si ce paramètre est ""Activé"", l'utilisateur peut empêcher d'autres utilisateurs indésirables de voir sa publication.)"
err_image,Veuillez remplir la photo de téléchargement
err_video,Veuillez remplir la vidéo de téléchargement
err_video_icon,Veuillez remplir l'icône de téléchargement de la vidéo
item_video,Téléchargement de la vidéo de l'article
item_video_icon,Téléchargement de l'icône de la vidéo de l'article
item_loc_config,Configuration de l'emplacement de l'article
err_brand,Veuillez fournir le nom de la marque de l'article
err_address,Veuillez fournir l'adresse
err_deal_option,Veuillez fournir l'option de transaction
err_deal_option_remark,Veuillez fournir une remarque sur l'option de transaction
err_highlight_info,Veuillez fournir des informations sur les faits saillants
Item_price,Prix de l'article
err_item_price_type,Veuillez indiquer le type de prix de l'article
err_item_type,Veuillez indiquer le type d'article
err_condition_of_item,Merci de préciser l'état de l'article
open,ouverte
in_progress,en cours
close,Fermer
demo_data_delete,Suppression des données de démonstration
demo_data_delete_note_label,"Remarque : Tous les enregistrements ""utilisateurs"" seront supprimés, à l'exception du compte administrateur."
success_demo_data_delete,Les données de démonstration ont été supprimées avec succès.
btn_submit,Soumettre
admin_pwd_label,Entrez le mot de passe administrateur
delete_demo_data,Êtes-vous sûr de vouloir supprimer toutes les données de démonstration ?
admin_confirm,Veuillez entrer votre mot de passe administrateur ci-dessous pour confirmer ces suppressions de données de démonstration.
err_blank_pwd,Veuillez remplir le mot de passe administrateur
err_pwd_invalid,Votre mot de passe est incorrect!
no_messages,Aucun message récent
no_items,Aucun élément récemment ajouté
no_users,Aucun utilisateur récemment ajouté
img_all_delete,Toutes les images associées seront supprimées
images,Images
no_need_bought,"Pas besoin d'acheter des publications publicitaires, vous êtes un utilisateur du système."
need_user_bought,Cet article a été nécessaire pour acheter par l'utilisateur en premier.
need_accept_offer,Cet article a été nécessaire pour accepter une offre en premier.
need_make_offer,Cet article a été nécessaire pour faire une offre en premier.
already_make_offer,Cet article a déjà fait une offre.
already_reject_offer,Cet article a déjà été rejeté l'offre.
already_rejected,Cet article a déjà été rejeté l'offre.
adpost_history_search,Historique des transactions de publication d'annonces sur le Réseau de Recherche
ad_post_transactions_module,Afficher l'historique des transactions
package_name,Nom du paquet
buy_ad_post_transactions,Afficher l'historique des transactions
adpost_history_view,Afficher l'historique des transactions de publication d'annonces
cannot_default,"Désolé, il n'est pas possible d'annuler la valeur par défaut."
cannot_unpublish,"Désolé, il n'est pas possible d'annuler la publication dans la devise par défaut."
new_item_upload_label,Nouvel article téléchargé sous
csv_upload_instruction_city,"Veuillez suivre les étapes ci-dessous : <br>
1. Préparez ensuite le format CSV. <a href=""https://drive.google.com/file/d/1g3T6H2cdZsGS0UlHji6_BkP_JIa1YBCy/view?usp=sharing"" target=""_blank""> exemple de fichier CSV ici </a> <br>
2. Vous pouvez utiliser Google Sheet pour créer et exporter en tant que séparateur de virgule."
pls_upload_csv,Veuillez télécharger un fichier CSV.
something_wrong_upload,Quelque chose ne va pas télécharger le fichier
err_paid_adpost_history,Pardon! Veuillez vérifier les informations de paiement.
total_city,Ville de localisation totale :
success_total_city,Succès ville de localisation :
fail_total_city,Ville de localisation en échec :
total_township,Localisation totale commune :
success_total_township,Réussir localisation commune :
fail_total_township,Commune de localisation échouée :
beacause_db_err,à cause d'une erreur de base de données.
because_miss_city,à cause de la ville manquante
because_miss_township,à cause de l'emplacement manquant du canton
csv_upload_instruction_township,"Veuillez suivre les étapes ci-dessous : <br>
1. Préparez ensuite le format CSV. <a href=""https://drive.google.com/file/d/1hkLZUDt4pxIqtfPE9k5rhzf4rhK6VJit/view?usp=sharing"" target=""_blank""> exemple de fichier CSV ici </a> <br>
2. Vous pouvez utiliser Google Sheet pour créer et exporter en tant que séparateur de virgule.<br>
Remarque : Le nom de la ville à utiliser dans le fichier CSV du canton doit être ajouté en premier."
because_noexit_city,le nom de la ville n'existe pas dans le système
item_locations,Ville de l'emplacement de l'article
city_existed,existait déjà dans le système.
township_existed,existait déjà dans le système.
success_generate_sitemap,Le plan du site a été généré avec succès.
sitemap_generator,Générateur de plan de site
sitemap_generators,Générateur de plan de site
sitemap_generator_label,Générateur de plan de site
btn_create_sitemap,Générer un plan du site
err_generate_sitemap,Les sitemaps ne génèrent pas d'erreurs.
sitemap_generate_desc,Il générera les fichiers XML du sitemap. Veuillez noter que ce processus prendra certaines choses en fonction de vos données.
sitemap_url_here,Fichier de plan du site ici :
sitemap_info,Votre sitemap xml a été généré à
copy_sitemap_to_fe,Copier le fichier de sitemap sur le frontend
total_cat,Catégorie totale :
success_cat,Catégorie réussie :
fail_cat,Catégorie d'échec :
miss_cat_name,à cause du nom de catégorie manquant
miss_cat_img,à cause de l'image de catégorie manquante dans le dossier 'uploads'.
miss_cat_icon,à cause de l'icône de catégorie manquante dans le dossier 'uploads'.
total_subcat,Sous-catégorie totale :
success_subcat,Sous-catégorie réussie :
fail_subcat,Échec de la sous-catégorie :
miss_subcat_name,à cause du nom de sous-catégorie manquant
miss_subcat_img,"en raison d'une image de sous-catégorie manquante dans le dossier ""téléchargements""."
miss_subcat_icon,à cause de l'icône de sous-catégorie manquante dans le dossier 'uploads'.
not_exist_cat,le nom de la catégorie n'existe pas dans le système.
db_err,à cause d'une erreur de base de données.
already_existed,existe déjà.
csv_upload_instruction_cat,"Veuillez suivre les étapes ci-dessous :<br>
1. Téléchargez manuellement les images dans le dossier de téléchargement via FTP.<br>
2. Préparez ensuite le format CSV. <a href=""https://drive.google.com/file/d/1Qt-fnaTullQo6tOumLGwoZIB34b-TlW3/view?usp=sharing"" target=""_blank"">Exemple de fichier ici</a><br>
3. Vous pouvez utiliser Google Sheet pour créer et exporter en tant que séparateur de virgule."
csv_upload_instruction_subcat,"Veuillez suivre les étapes ci-dessous :<br>
1. Téléchargez manuellement les images dans le dossier de téléchargement via FTP.<br>
2. Préparez ensuite le format CSV. <a href=""https://drive.google.com/file/d/1SZpLcLjRXEYZCym5aQJHs5Par0_qvrDr/view?usp=sharing"" target=""_blank"">Exemple de fichier ici</a><br>
3. Vous pouvez utiliser Google Sheet pour créer et exporter en tant que séparateur de virgule.<br>
<b>Remarque : Le nom de la catégorie à utiliser dans le fichier CSV de la sous-catégorie doit être ajouté en premier.</b>"
unauthorize_item_edit,Vous n'avez pas la permission de mettre à jour un élément car ce n'est pas votre article.
not_enought_post_count,Pas assez de post count.
record_not_found,10001#Désolé
record_no_pagination,"10001#Désolé, plus d'enregistrements dans le système."
offer_rejected,Offre refusée !
make_offer,Faire une offre!
offer_accepted,Offre acceptée!
image,Image!
about_app,À propos de l'application
api_setting,Paramètre API
app_setting,Paramètres de l'application
fail_push_devices,Échec de pousser tous les appareils Android et IOS.
fail_push_websites,Échec de pousser tous les sites Web.
push_noti_module,Notification push
app_version,Version
err_title,Veuillez fournir le titre.
err_title_len,La longueur du titre doit être supérieure à 4.
remove_label,Retirer
all_label,Tous
approved_label,Approuvé
reject_label,Rejeter
err_icon,Veuillez remplir l'icône de téléchargement.
start_upload,Commence le téléchargement
cancel_upload,Annuler le téléchargement
add_files,Ajouter des fichiers
btn_update,Mettre à jour
err,Erreur
btn_start,Démarrer
btn_close,Fermer
category,Catégorie
added,Ajoutée
disable_label,Désactiver
waiting_approval_label,En attente d'approbation
count,Compter
demo_dummy_refresh_hour,"Veuillez noter que le backend est un mode démo, donc toutes ces données factices seront actualisées toutes les heures."
sys_err_occur,Une erreur système s'est produite. Veuillez contacter votre administrateur système.
registered_user,Utilisateur enregistré
generate_thumbnail_label,Il générera les images miniatures pour chaque élément. Veuillez noter que ce processus prendra un certain temps en fonction de vos données.
max_img_upload_of_item,Téléchargement maximal d'images de l'élément
err_max_img_blank_save,Veuillez fournir le téléchargement maximal d'images de l'article.
err_max_img_zero_save,Le téléchargement maximal d'images de l'élément ne peut pas être égal à zéro.
err_max_img_upload,L'image de l'article est maximale.
price_format,Format de prix
price_format_desc,"Vous devez changer en fonction de votre format dont vous avez besoin (par exemple "",##0.00"" => 2,555.00, ""##0.00"" => 2555.00, "".00"" => 2555.00, "",##0"" => 2,555, "",##0.0"" => 2 555.0)"
date_format,Format de date
google_playstore_url,URL de Google Play Store
apple_appstore_url,URL de Apple App Store
ios_appstore_id,IOS App Store ID
default_order_time,Temps de commande par défaut (minutes)
fb_key,Touche Facebook
is_show_token_id,"Token ID activé? (Si ce paramètre est « activé », l’utilisateur peut afficher l’ID de jeton dans le paramètre de notification.)"
is_show_subcategory,"Sous-catégorie sur? (Si ce paramètre est « run », la sous-catégorie peut être utilisée dans l’application.)"
is_use_thumbnail_as_placeholder,"Utiliser la vignette comme paramètre de l’élément mp en cours d’exécution ? (Si ce paramètre est en cours d’exécution, téléchargez d’abord la miniature, puis l’image complète."
admob_section,Configuration admob
is_show_admob,"Configurer AdMob en cours d’exécution? (Si ce paramètre est activé, l’application affichera des annonces.)"
lang_section,Configuration de la langue
default_language,Langage par défaut
exclude_language,Langues disponibles
exclude_lang_desc,"(Si la langue est « run », l’utilisateur peut l’utiliser dans l’application.)"
default_currency_section,Configuration de la devise par défaut
default_razor_currency,Devise de rasoir par défaut
is_razor_support_multi_currency,"Prise en charge du rasage multi-devises ? (Si ce paramètre est « exécuter », vous pouvez accepter un paiement simple dans plusieurs devises dans l’application.)"
default_flutter_wave_currency,Monnaie de flutterwave par défaut
login_section,Configuration de connexion
show_facebook_login,"Connexion Facebook activée ? (Si ce paramètre est ""Activé"", les utilisateurs peuvent être connectés avec Facebook.)"
show_google_login,"Connexion Google activée ? (Si ce paramètre est ""Activé"", les utilisateurs peuvent être connectés avec Google.)"
show_phone_login,"Phone Login On? (If this setting is ""On"", the users can be logged in with a phone number.)"
show_main_menu,"Main Menu On? (If this setting is ""On"", the user can view the ""Main Menu"" tab in each shop.)"
show_special_collections,"Collections spéciales activées ? (Si ce paramètre est ""Activé"", l'utilisateur peut afficher l'onglet ""Offres spéciales"" dans chaque boutique.)"
show_featured_items,"Articles en vedette activés ? (Si ce paramètre est ""Activé"", l'utilisateur peut afficher les ""Articles en vedette"" dans chaque boutique.)"
show_best_choice_slider,"Curseur de meilleur choix activé ? (Si ce paramètre est ""Activé"" lorsque l'utilisateur ouvre l'application, l'utilisateur peut afficher les meilleures collections de choix avec la vue du curseur.)"
default_loading_limit,Limite de chargement par défaut
category_loading_limit,Catégorie Limite de chargement
recent_item_loading_limit,Limite de chargement récente de l'article
popular_item_loading_limit,Limite de chargement de l'article populaire
discount_item_loading_limit,Limite de chargement de l'article de réduction
feature_item_loading_limit,Caractéristique Limite de chargement
block_slider_loading_limit,Bloquer la limite de chargement du curseur
follower_item_loading_limit,Limite de chargement des articles suiveurs
default_limit_section,Configuration de la limite par défaut
block_item_loading_limit,Limite de chargement de l'élément de blocage
date_format_desc,"DD pour la journée, mm pour le mois, Yyyy pour l'année, HH pour l'heure, mm pour la minute, SS pour la seconde (par exemple, DD-MM-AAAAAAI HH: MM: SS)"
app_config_info_lable,Informations sur la définition mobile
loc_section,Configuration de l'emplacement
success_mobile_edit,La configuration mobile a été mise à jour avec succès.
success_mobile_add,La configuration mobile a été ajoutée avec succès.
err_default_lang,Veuillez fournir la langue par défaut.
err_default_loading_limit_zero,La limite de chargement par défaut ne peut pas être nulle.
err_default_loading_limit,Veuillez fournir la limite de chargement par défaut.
err_category_loading_limit,Veuillez fournir la limite de chargement de la catégorie
err_category_loading_limit_zero,La limite de chargement de la catégorie ne peut être nulle.
err_collection_product_loading_limit,Veuillez fournir la limite de chargement du produit de collecte.
err_collection_product_loading_limit_zero,La limite de chargement du produit de collecte ne peut pas être nulle.
err_discount_product_loading_limit,Veuillez fournir la limite de chargement du produit de réduction.
err_discount_product_loading_limit_zero,La limite de chargement du produit de réduction ne peut pas être nulle.
err_feature_product_loading_limit,Veuillez fournir la limite de chargement du produit en vedette.
err_feature_product_loading_limit_zero,La limite de chargement du produit en vedette ne peut pas être nulle.
err_latest_product_loading_limit,Veuillez fournir la dernière limite de chargement des produits.
err_latest_product_loading_limit_zero,La dernière limite de chargement de produits ne peut pas être zéro.
err_shop_loading_limit,Veuillez fournir la limite de chargement de la boutique.
err_shop_loading_limit_zero,La limite de chargement de la boutique ne peut pas être zéro.
err_trending_product_loading_limit,Veuillez fournir la limite de chargement du produit de tendance.
err_trending_product_loading_limit_zero,La limite de chargement des produits de tendance ne peut pas être nulle.
err_default_order_time,Veuillez fournir l'heure de la commande par défaut.
err_default_order_time_zero,Le temps de commande par défaut (minutes) ne peut pas être zéro.
err_google_playstore_url,Veuillez fournir l'URL de Google Play Store.
err_apple_appstore_url,Veuillez fournir l'URL Apple App Store.
err_ios_appstore_id,Veuillez fournir un identifiant IOS App Store.
err_price_format,S'il vous plaît fournir le format de prix.
err_date_format,S'il vous plaît fournir le format de date.
err_fb_key,Veuillez fournir une clé Facebook.
default_lang_select,Sélectionnez la langue par défaut
mobile_configs,Configuration mobile
frontend_configs,Configuration frontale
faq_pages_label,Pages FAQ
terms_and_conditions_label,Termes et conditions
is_use_googlemap,Utilisez Google Map sur?
item_detail_view_count_for_ads,Détail de l'article Afficher compter pour les annonces
is_show_ads_in_item_detail,Est-ce que montrer des annonces dans le détail de l'article?
after_item_count_admob_once,Après le compte de poste admob une fois
is_show_admob_inside_list,Est-ce que Show admob dans la liste?
blue_mark_size,Taille bluemark
mile,Plage de milles pour les articles les plus proches
video_duration,Durée de la vidéo (millisecondes)
image_section,Section de l'image
profile_image_size,Taille de l'image de profil
upload_image_size,Télécharger la taille de l'image
chat_image_size,Taille de l'image de chat
promote_section,Promouvoir la section
promote_first_choice_day,Promouvoir la journée de premier choix ou la journée par défaut
promote_second_choice_day,Promouvoir la deuxième journée de choix
promote_third_choice_day,Promouvoir la troisième journée de choix
promote_fourth_choice_day,Promouvoir la quatrième journée de choix
no_filter_with_location_on_map,Aucun filtre avec emplacement sur la carte?
is_show_owner_info,Est-ce que montrer le propriétaire info?
frontend_config_label,Informations sur la configuration frontale
map_key,Carte clé
enable_notification,Est la notification d'activation?
fcm_server_key,Touche Server FCM
firebase_web_push_key_pair,Firebase Web Push Key paire
ad_client,Client
ad_slot,Fente
copy_right,حقوق النشر
google_play_url,Google Play Url
app_store_url,URL de l'App Store
google_setting,Réglage de Google
app_store_setting,Définition de l'App Store
banner_src,Bannière src
google_map,Google Map
open_street_map,Carte de rue ouverte
image_limit,Limite d'image
success_frontend_edit,La configuration frontale a été mise à jour avec succès.
success_frontend_add,La configuration frontale a été ajoutée avec succès.
show_user_profile,Afficher le profil d'utilisateur?
is_enable_video_setting,Activer le réglage vidéo?
err_map,S'il vous plaît fournir une clé de carte
err_price_format,S'il vous plaît fournir un format de prix
err_fcm_server_key,Veuillez fournir la clé de serveur FCM
err_firebase_web_push_key_pair,Veuillez fournir une paire de touches de push Web Firebase Web
err_ad_client,S'il vous plaît fournir un client ad
err_copy_right,S'il vous plaît fournir une copie juste
err_google_play_url,Veuillez fournir URL Google Play
err_ad_slot,S'il vous plaît fournir une machine à sous
err_app_store_url,Veuillez fournir URL de l'App Store
err_banner_src,S'il vous plaît fournir une bannière src
err_block_item_loading_limit_zero,La limite de chargement d'élément de bloc peut ne pas être zéro
err_block_item_loading_limit,S'il vous plaît fournir un élément de bloc de blocage
err_follower_item_loading_limit_zero,La limite de chargement des articles suiveurs ne peut pas être zéro
err_follower_item_loading_limit,Veuillez fournir une limite de chargement des articles suiveurs
err_block_slider_loading_limit_zero,Bloquer la limite de chargement du curseur ne peut pas être zéro
err_feature_item_loading_limit_zero,La limite de chargement des articles de fonctionnalité ne peut pas être zéro
err_feature_item_loading_limit,Veuillez fournir la limite de chargement de l'élément de fonctionnalité
err_discount_item_loading_limit_zero,Limite de chargement de l'article de réduction ne peut pas être zéro
err_discount_item_loading_limit,Veuillez fournir une limite de chargement de l'article de réduction
err_popular_item_loading_limit_zero,La limite de chargement de l'article populaire ne peut pas être zéro
err_popular_item_loading_limit,Veuillez fournir une limite de chargement de l'article populaire
err_recent_item_loading_limit_zero,La limite de chargement de l'article récente ne peut pas être zéro
err_recent_item_loading_limit,Veuillez fournir une limite de chargement récente de l'article
err_item_detail_view_count_for_ads_zero,Compte de vue de détail de l'article pour les annonces ne peut pas être zéro
err_item_detail_view_count_for_ads,Veuillez fournir le détail de l'article Compte pour les annonces
err_after_item_count_admob_once_zero,Après le compte d'élément admob admob une fois ne peut pas être zéro
err_after_item_count_admob_once,S'il vous plaît fournir après le compte de poste admis une fois
err_profile_image_size_zero,La taille de l'image de profil ne peut pas être zéro
err_profile_image_size,Veuillez fournir la taille de l'image de profil
err_upload_image_size_zero,Télécharger la taille de l'image ne peut pas être zéro
err_upload_image_size,Veuillez fournir la taille de l'image de téléchargement
err_blue_mark_size_zero,La taille des bluemark ne peut pas être zéro
err_blue_mark_size,S'il vous plaît fournir une taille bluemark
err_video_duration_zero,La durée de la vidéo ne peut pas être zéro
err_video_duration,Veuillez fournir une durée vidéo
err_mile_zero,Mile ne peut pas être zéro
err_mile,S'il vous plaît fournir mile
err_chat_image_size_zero,La taille de l'image de chat ne peut pas être zéro
err_chat_image_size,Veuillez fournir la taille de l'image de chat
ad_post_type,Type d'annonce
err_ad_post_type,Veuillez fournir le type de post Ad.
select_ad_post_type,Sélectionnez Type de post Ad
err_promo_cell_blank_save,Veuillez fournir l'intervalle de cellule promu.
err_promo_cell_zero_save,L'intervalle de cellule favorisée no. ne peut pas être zéro.
promo_cell_interval_no,Intervalle de cellule promu
ad_post_section,Réglage de type post de l'annonce
paid_items,Articles sponsorisés
promo_cell_interval_desc,(Les annonces sponsorisées ou Google Ads vont montrer dans chaque X no de la liste.)
offline_pkg_bought_edit,Modifier le package hors ligne acheté
offline_pkg_bought_search,Rechercher le package acheté hors ligne
delete_offline_pkg_label,Supprimer le package d'annonces hors ligne acheté ?
offline_pkg_delete_message_label,Voulez-vous vraiment supprimer le package d'annonces hors ligne acheté ?
offline_pkg_bought_info,Informations sur le package acheté hors ligne
bought_user,Utilisateur acheté
currency_label,Monnaie
success_offline_pkg_delete,Le package d'annonces hors ligne acheté a été supprimé avec succès.
success_offline_pkg_edit,Le package d'annonces hors ligne acheté a été mis à jour avec succès.
success_offline_pkg_add,Le package d'annonces hors ligne acheté a été ajouté avec succès.
offline_paids,Demande d'articles sponsorisés hors ligne
offline_ad_package_bought_request,Demande d'achat de package d'annonces hors ligne
err_block_slider_loading_limit,Veuillez indiquer la limite de chargement du curseur de bloc.
err_item_detail_view_count_for_ads,Veuillez fournir le nombre de détails de l'article pour les annonces.
